timestamp,ts,open,high,low,close,volume
2022-05-20 12:00:00+00:00,2022-05-20 12:00:00+00:00,30388.21,30429.43,29038.95,29105.53,572.822733
2022-05-20 16:00:00+00:00,2022-05-20 16:00:00+00:00,29113.94,29328.82,28692.45,29254.63,447.517171
2022-05-20 20:00:00+00:00,2022-05-20 20:00:00+00:00,29257.05,29356.21,29028.15,29172.8,173.387145
2022-05-21 00:00:00+00:00,2022-05-21 00:00:00+00:00,29172.71,29317.14,28899.99,29227.8,131.644143
2022-05-21 04:00:00+00:00,2022-05-21 04:00:00+00:00,29226.93,29528.33,29169.62,29390.24,64.761207
2022-05-21 08:00:00+00:00,2022-05-21 08:00:00+00:00,29384.26,29446.57,29119.19,29241.62,68.005192
2022-05-21 12:00:00+00:00,2022-05-21 12:00:00+00:00,29231.55,29602.9,29150.0,29515.1,138.25139000000001
2022-05-21 16:00:00+00:00,2022-05-21 16:00:00+00:00,29511.71,29614.37,29357.18,29423.45,74.44551
2022-05-21 20:00:00+00:00,2022-05-21 20:00:00+00:00,29424.16,29492.5,29254.06,29409.35,52.296729
2022-05-22 00:00:00+00:00,2022-05-22 00:00:00+00:00,29409.36,29509.19,29297.1,29329.67,47.787526
2022-05-22 04:00:00+00:00,2022-05-22 04:00:00+00:00,29323.49,29420.32,29188.8,29408.68,46.831277
2022-05-22 08:00:00+00:00,2022-05-22 08:00:00+00:00,29408.94,30280.0,29389.53,29850.93,251.444954
2022-05-22 12:00:00+00:00,2022-05-22 12:00:00+00:00,29856.02,30189.37,29632.05,29806.26,146.541948
2022-05-22 16:00:00+00:00,2022-05-22 16:00:00+00:00,29807.83,30139.81,29700.18,29902.28,122.35301700000001
2022-05-22 20:00:00+00:00,2022-05-22 20:00:00+00:00,29901.0,30456.52,29878.43,30268.03,195.514356
2022-05-23 00:00:00+00:00,2022-05-23 00:00:00+00:00,30264.41,30422.43,30013.57,30146.42,158.67532
2022-05-23 04:00:00+00:00,2022-05-23 04:00:00+00:00,30142.52,30634.92,30081.5,30423.1,140.056213
2022-05-23 08:00:00+00:00,2022-05-23 08:00:00+00:00,30427.91,30591.71,29983.02,30364.59,164.031321
2022-05-23 12:00:00+00:00,2022-05-23 12:00:00+00:00,30371.33,30600.49,29921.75,30343.71,362.649633
2022-05-23 16:00:00+00:00,2022-05-23 16:00:00+00:00,30342.72,30493.51,29058.25,29071.0,468.00919
2022-05-23 20:00:00+00:00,2022-05-23 20:00:00+00:00,29059.28,29459.49,28843.86,29084.37,284.26619
2022-05-24 00:00:00+00:00,2022-05-24 00:00:00+00:00,29084.12,29301.16,29028.4,29267.87,94.462676
2022-05-24 04:00:00+00:00,2022-05-24 04:00:00+00:00,29271.12,29411.3,29213.07,29370.79,97.880307
2022-05-24 08:00:00+00:00,2022-05-24 08:00:00+00:00,29369.63,29415.6,29083.81,29268.38,105.450485
2022-05-24 12:00:00+00:00,2022-05-24 12:00:00+00:00,29254.13,29618.02,28638.51,29360.0,431.554888
2022-05-24 16:00:00+00:00,2022-05-24 16:00:00+00:00,29352.42,29564.85,29072.36,29356.92,317.173948
2022-05-24 20:00:00+00:00,2022-05-24 20:00:00+00:00,29360.0,29824.27,29229.77,29635.6,174.947505
2022-05-25 00:00:00+00:00,2022-05-25 00:00:00+00:00,29633.44,30184.03,29523.59,30164.58,248.869939
2022-05-25 04:00:00+00:00,2022-05-25 04:00:00+00:00,30165.71,30183.26,29633.66,29676.68,155.83548
2022-05-25 08:00:00+00:00,2022-05-25 08:00:00+00:00,29673.4,29903.0,29318.97,29374.02,170.739633
2022-05-25 12:00:00+00:00,2022-05-25 12:00:00+00:00,29371.69,29878.38,29308.57,29596.33,240.88649
2022-05-25 16:00:00+00:00,2022-05-25 16:00:00+00:00,29595.11,30017.3,29392.43,29564.02,309.38532200000003
2022-05-25 20:00:00+00:00,2022-05-25 20:00:00+00:00,29559.48,29856.19,29498.0,29507.5,142.287118
2022-05-26 00:00:00+00:00,2022-05-26 00:00:00+00:00,29507.97,29857.35,29464.0,29807.18,191.733234
2022-05-26 04:00:00+00:00,2022-05-26 04:00:00+00:00,29804.93,29840.78,29481.69,29688.15,143.972371
2022-05-26 08:00:00+00:00,2022-05-26 08:00:00+00:00,29699.89,29712.31,28845.58,28972.55,413.949858
2022-05-26 12:00:00+00:00,2022-05-26 12:00:00+00:00,28957.2,29468.4,28002.0,29361.11,847.3711
2022-05-26 16:00:00+00:00,2022-05-26 16:00:00+00:00,29365.45,29760.0,29332.35,29353.6,384.916195
2022-05-26 20:00:00+00:00,2022-05-26 20:00:00+00:00,29355.85,29660.01,29146.22,29167.72,208.779396
2022-05-27 00:00:00+00:00,2022-05-27 00:00:00+00:00,29165.99,29359.37,28805.79,28985.68,410.17521899999997
2022-05-27 04:00:00+00:00,2022-05-27 04:00:00+00:00,28987.1,29185.64,28600.15,28951.17,358.539657
2022-05-27 08:00:00+00:00,2022-05-27 08:00:00+00:00,28949.43,29110.73,28746.62,28878.72,249.271229
2022-05-27 12:00:00+00:00,2022-05-27 12:00:00+00:00,28872.87,29352.61,28616.11,28821.71,483.557365
2022-05-27 16:00:00+00:00,2022-05-27 16:00:00+00:00,28818.5,29019.77,28242.84,28844.92,443.295275
2022-05-27 20:00:00+00:00,2022-05-27 20:00:00+00:00,28846.91,28985.41,28480.14,28593.31,162.057998
2022-05-28 00:00:00+00:00,2022-05-28 00:00:00+00:00,28594.78,28814.67,28496.56,28786.01,111.829117
2022-05-28 04:00:00+00:00,2022-05-28 04:00:00+00:00,28786.44,28924.32,28718.53,28853.85,62.439295
2022-05-28 08:00:00+00:00,2022-05-28 08:00:00+00:00,28854.43,28900.0,28729.44,28798.65,38.302033
2022-05-28 12:00:00+00:00,2022-05-28 12:00:00+00:00,28790.03,29233.2,28759.36,28962.7,156.024696
2022-05-28 16:00:00+00:00,2022-05-28 16:00:00+00:00,28962.57,29038.23,28756.27,28985.75,77.349279
2022-05-28 20:00:00+00:00,2022-05-28 20:00:00+00:00,28990.84,29131.0,28921.46,28998.65,82.742329
2022-05-29 00:00:00+00:00,2022-05-29 00:00:00+00:00,28998.38,29022.63,28807.39,28955.92,80.410021
2022-05-29 04:00:00+00:00,2022-05-29 04:00:00+00:00,28952.92,29040.5,28880.21,28979.18,42.113604
2022-05-29 08:00:00+00:00,2022-05-29 08:00:00+00:00,28979.35,29214.61,28927.17,29185.53,87.566683
2022-05-29 12:00:00+00:00,2022-05-29 12:00:00+00:00,29191.01,29452.44,29134.74,29183.09,158.80290300000001
2022-05-29 16:00:00+00:00,2022-05-29 16:00:00+00:00,29185.83,29328.51,29050.0,29094.43,97.163417
2022-05-29 20:00:00+00:00,2022-05-29 20:00:00+00:00,29094.63,29555.0,29057.05,29444.74,203.771208
2022-05-30 00:00:00+00:00,2022-05-30 00:00:00+00:00,29441.5,30375.56,29274.55,30323.27,402.55868399999997
2022-05-30 04:00:00+00:00,2022-05-30 04:00:00+00:00,30326.0,30884.0,30201.39,30619.71,385.359238
2022-05-30 08:00:00+00:00,2022-05-30 08:00:00+00:00,30617.56,30846.92,30537.14,30642.94,267.117381
2022-05-30 12:00:00+00:00,2022-05-30 12:00:00+00:00,30642.93,30906.99,30237.44,30609.95,305.53546
2022-05-30 16:00:00+00:00,2022-05-30 16:00:00+00:00,30615.37,30836.36,30550.78,30627.87,254.376897
2022-05-30 20:00:00+00:00,2022-05-30 20:00:00+00:00,30621.84,32193.14,30528.67,31718.42,688.334625
2022-05-31 00:00:00+00:00,2022-05-31 00:00:00+00:00,31719.84,31836.73,31417.42,31744.73,301.836293
2022-05-31 04:00:00+00:00,2022-05-31 04:00:00+00:00,31748.75,31783.7,31393.14,31546.78,154.09320400000001
2022-05-31 08:00:00+00:00,2022-05-31 08:00:00+00:00,31548.84,31818.8,31473.5,31746.63,163.556045
2022-05-31 12:00:00+00:00,2022-05-31 12:00:00+00:00,31742.92,32152.83,31197.67,32023.92,508.561792
2022-05-31 16:00:00+00:00,2022-05-31 16:00:00+00:00,32038.02,32409.14,31542.48,31604.34,439.02613
2022-05-31 20:00:00+00:00,2022-05-31 20:00:00+00:00,31611.47,31903.46,31571.14,31775.65,160.190237
2022-06-01 00:00:00+00:00,2022-06-01 00:00:00+00:00,31780.97,31968.84,31579.0,31597.02,234.307003
2022-06-01 04:00:00+00:00,2022-06-01 04:00:00+00:00,31600.19,31649.26,31347.2,31451.58,149.423087
2022-06-01 08:00:00+00:00,2022-06-01 08:00:00+00:00,31459.68,31676.45,31422.4,31587.63,122.433797
2022-06-01 12:00:00+00:00,2022-06-01 12:00:00+00:00,31588.04,31875.0,30648.8,30718.38,475.665007
2022-06-01 16:00:00+00:00,2022-06-01 16:00:00+00:00,30710.71,30716.6,29838.22,30094.73,596.498821
2022-06-01 20:00:00+00:00,2022-06-01 20:00:00+00:00,30089.16,30123.4,29304.62,29782.58,385.518544
2022-06-02 00:00:00+00:00,2022-06-02 00:00:00+00:00,29789.39,29877.88,29558.64,29701.2,196.563162
2022-06-02 04:00:00+00:00,2022-06-02 04:00:00+00:00,29713.86,30093.96,29620.0,29940.45,162.177983
2022-06-02 08:00:00+00:00,2022-06-02 08:00:00+00:00,29942.79,30178.38,29840.09,30156.5,143.591103
2022-06-02 12:00:00+00:00,2022-06-02 12:00:00+00:00,30155.54,30359.76,29551.69,30183.17,423.14537
2022-06-02 16:00:00+00:00,2022-06-02 16:00:00+00:00,30187.64,30381.93,29951.53,30266.76,205.77895
2022-06-02 20:00:00+00:00,2022-06-02 20:00:00+00:00,30271.42,30671.2,30212.78,30430.04,203.374673
2022-06-03 00:00:00+00:00,2022-06-03 00:00:00+00:00,30431.66,30672.66,30330.2,30512.69,222.092527
2022-06-03 04:00:00+00:00,2022-06-03 04:00:00+00:00,30511.36,30538.38,30261.3,30430.1,96.879587
2022-06-03 08:00:00+00:00,2022-06-03 08:00:00+00:00,30428.64,30524.02,29656.39,29724.65,296.311153
2022-06-03 12:00:00+00:00,2022-06-03 12:00:00+00:00,29733.63,29856.96,29250.0,29464.56,467.525188
2022-06-03 16:00:00+00:00,2022-06-03 16:00:00+00:00,29477.77,29644.41,29369.03,29546.03,150.84668
2022-06-03 20:00:00+00:00,2022-06-03 20:00:00+00:00,29546.03,29867.7,29528.5,29671.45,136.728681
2022-06-04 00:00:00+00:00,2022-06-04 00:00:00+00:00,29674.13,29736.38,29451.93,29532.69,127.041867
2022-06-04 04:00:00+00:00,2022-06-04 04:00:00+00:00,29532.64,29707.13,29517.48,29674.01,69.915944
2022-06-04 08:00:00+00:00,2022-06-04 08:00:00+00:00,29677.51,29775.0,29562.4,29653.35,43.820173
2022-06-04 12:00:00+00:00,2022-06-04 12:00:00+00:00,29652.68,29951.53,29456.68,29835.31,168.195249
2022-06-04 16:00:00+00:00,2022-06-04 16:00:00+00:00,29832.58,29832.58,29585.61,29627.38,76.256939
2022-06-04 20:00:00+00:00,2022-06-04 20:00:00+00:00,29626.0,29950.0,29602.27,29846.27,105.659905
2022-06-05 00:00:00+00:00,2022-06-05 00:00:00+00:00,29842.72,29875.0,29650.0,29739.71,55.171742
2022-06-05 04:00:00+00:00,2022-06-05 04:00:00+00:00,29747.02,29798.0,29618.54,29618.54,63.250194
2022-06-05 08:00:00+00:00,2022-06-05 08:00:00+00:00,29620.49,29721.56,29509.5,29700.44,54.706976
2022-06-05 12:00:00+00:00,2022-06-05 12:00:00+00:00,29695.5,29951.7,29601.48,29948.25,135.749732
2022-06-05 16:00:00+00:00,2022-06-05 16:00:00+00:00,29950.86,30155.0,29734.63,30026.13,242.688153
2022-06-05 20:00:00+00:00,2022-06-05 20:00:00+00:00,30030.97,30103.35,29791.46,29890.97,130.849947
2022-06-06 00:00:00+00:00,2022-06-06 00:00:00+00:00,29898.77,31252.69,29864.25,31241.75,489.854955
2022-06-06 04:00:00+00:00,2022-06-06 04:00:00+00:00,31228.56,31403.62,31118.04,31269.99,195.013605
2022-06-06 08:00:00+00:00,2022-06-06 08:00:00+00:00,31268.64,31563.31,31252.94,31375.5,191.516884
2022-06-06 12:00:00+00:00,2022-06-06 12:00:00+00:00,31377.91,31740.0,31135.19,31508.64,340.771404
2022-06-06 16:00:00+00:00,2022-06-06 16:00:00+00:00,31510.68,31532.81,31025.87,31449.79,257.722707
2022-06-06 20:00:00+00:00,2022-06-06 20:00:00+00:00,31446.46,31577.0,31237.51,31348.0,149.736791
2022-06-07 00:00:00+00:00,2022-06-07 00:00:00+00:00,31348.37,31362.0,29200.0,29546.47,713.254925
2022-06-07 04:00:00+00:00,2022-06-07 04:00:00+00:00,29534.29,29608.21,29388.4,29567.27,132.61612
2022-06-07 08:00:00+00:00,2022-06-07 08:00:00+00:00,29560.12,29721.13,29328.21,29498.04,98.179252
2022-06-07 12:00:00+00:00,2022-06-07 12:00:00+00:00,29500.1,30007.98,29365.78,29869.64,264.879239
2022-06-07 16:00:00+00:00,2022-06-07 16:00:00+00:00,29869.68,31400.0,29729.77,31030.56,371.823889
2022-06-07 20:00:00+00:00,2022-06-07 20:00:00+00:00,31030.55,31565.82,30282.99,31098.93,655.077254
2022-06-08 00:00:00+00:00,2022-06-08 00:00:00+00:00,31106.67,31300.32,29821.9,30001.97,461.51955599999997
2022-06-08 04:00:00+00:00,2022-06-08 04:00:00+00:00,29994.45,30671.32,29852.91,30540.1,247.214615
2022-06-08 08:00:00+00:00,2022-06-08 08:00:00+00:00,30547.64,30598.48,30323.86,30391.13,105.932611
2022-06-08 12:00:00+00:00,2022-06-08 12:00:00+00:00,30387.58,30865.14,30040.91,30454.63,269.927112
2022-06-08 16:00:00+00:00,2022-06-08 16:00:00+00:00,30453.04,30531.71,29888.0,30115.51,235.662104
2022-06-08 20:00:00+00:00,2022-06-08 20:00:00+00:00,30114.0,30480.87,30080.76,30181.34,83.664691
2022-06-09 00:00:00+00:00,2022-06-09 00:00:00+00:00,30177.93,30300.0,30043.27,30272.06,102.357439
2022-06-09 04:00:00+00:00,2022-06-09 04:00:00+00:00,30272.89,30468.27,30209.93,30466.39,74.4191
2022-06-09 08:00:00+00:00,2022-06-09 08:00:00+00:00,30468.74,30683.94,30244.94,30269.72,138.15615
2022-06-09 12:00:00+00:00,2022-06-09 12:00:00+00:00,30271.52,30367.35,29906.44,30283.0,299.361928
2022-06-09 16:00:00+00:00,2022-06-09 16:00:00+00:00,30281.81,30422.43,29957.15,29976.28,170.400564
2022-06-09 20:00:00+00:00,2022-06-09 20:00:00+00:00,29996.41,30231.3,29934.66,30077.71,159.017951
2022-06-10 00:00:00+00:00,2022-06-10 00:00:00+00:00,30085.12,30347.34,29543.49,30095.21,270.185126
2022-06-10 04:00:00+00:00,2022-06-10 04:00:00+00:00,30097.56,30210.97,30019.4,30020.83,89.157754
2022-06-10 08:00:00+00:00,2022-06-10 08:00:00+00:00,30024.1,30087.9,29825.0,29995.82,124.049784
2022-06-10 12:00:00+00:00,2022-06-10 12:00:00+00:00,29992.39,30160.9,29201.77,29425.0,432.882883
2022-06-10 16:00:00+00:00,2022-06-10 16:00:00+00:00,29425.0,29448.47,28828.26,28940.41,302.385113
2022-06-10 20:00:00+00:00,2022-06-10 20:00:00+00:00,28948.15,29368.6,28934.92,29062.58,125.902973
2022-06-11 00:00:00+00:00,2022-06-11 00:00:00+00:00,29061.94,29285.33,29007.24,29243.65,65.564774
2022-06-11 04:00:00+00:00,2022-06-11 04:00:00+00:00,29244.98,29405.28,29221.47,29294.06,40.775863
2022-06-11 08:00:00+00:00,2022-06-11 08:00:00+00:00,29295.93,29315.43,28550.0,28700.95,193.695204
2022-06-11 12:00:00+00:00,2022-06-11 12:00:00+00:00,28697.48,28824.99,28209.73,28377.43,313.56722
2022-06-11 16:00:00+00:00,2022-06-11 16:00:00+00:00,28375.36,28792.57,28080.27,28571.91,277.438197
2022-06-11 20:00:00+00:00,2022-06-11 20:00:00+00:00,28563.76,28652.38,28202.89,28380.0,109.55089100000001
2022-06-12 00:00:00+00:00,2022-06-12 00:00:00+00:00,28396.21,28507.4,27251.25,27524.4,342.29949
2022-06-12 04:00:00+00:00,2022-06-12 04:00:00+00:00,27521.52,27635.54,27160.06,27611.79,170.167036
2022-06-12 08:00:00+00:00,2022-06-12 08:00:00+00:00,27618.09,27674.18,27319.57,27425.19,104.803358
2022-06-12 12:00:00+00:00,2022-06-12 12:00:00+00:00,27421.4,28297.56,26852.2,28060.69,345.427019
2022-06-12 16:00:00+00:00,2022-06-12 16:00:00+00:00,28050.07,28196.73,27389.54,27405.79,200.385632
2022-06-12 20:00:00+00:00,2022-06-12 20:00:00+00:00,27387.3,27515.83,26532.7,26551.52,268.448659
2022-06-13 00:00:00+00:00,2022-06-13 00:00:00+00:00,26540.99,26850.01,24899.56,25486.73,1176.782211
2022-06-13 04:00:00+00:00,2022-06-13 04:00:00+00:00,25477.96,26232.84,24551.98,24767.52,804.2662339999999
2022-06-13 08:00:00+00:00,2022-06-13 08:00:00+00:00,24773.22,24888.91,23440.63,23680.78,894.532816
2022-06-13 12:00:00+00:00,2022-06-13 12:00:00+00:00,23679.88,24306.61,22580.0,23244.29,1286.310998
2022-06-13 16:00:00+00:00,2022-06-13 16:00:00+00:00,23235.66,24167.62,23042.78,23161.46,793.111459
2022-06-13 20:00:00+00:00,2022-06-13 20:00:00+00:00,23154.56,23747.61,21901.0,22460.52,806.38999
2022-06-14 00:00:00+00:00,2022-06-14 00:00:00+00:00,22460.51,22767.65,20804.91,22085.65,1578.965284
2022-06-14 04:00:00+00:00,2022-06-14 04:00:00+00:00,22106.19,23314.09,21742.58,22850.21,1174.325479
2022-06-14 08:00:00+00:00,2022-06-14 08:00:00+00:00,22863.05,22943.77,21667.89,21945.47,563.378285
2022-06-14 12:00:00+00:00,2022-06-14 12:00:00+00:00,21958.72,22766.48,21762.67,22669.02,606.395393
2022-06-14 16:00:00+00:00,2022-06-14 16:00:00+00:00,22653.29,22761.72,22100.0,22176.4,271.572634
2022-06-14 20:00:00+00:00,2022-06-14 20:00:00+00:00,22180.18,22288.83,21333.0,22104.28,371.335591
2022-06-15 00:00:00+00:00,2022-06-15 00:00:00+00:00,22116.83,22267.89,21359.55,21425.91,358.70661
2022-06-15 04:00:00+00:00,2022-06-15 04:00:00+00:00,21416.65,21458.32,20631.1,20688.24,590.568781
2022-06-15 08:00:00+00:00,2022-06-15 08:00:00+00:00,20670.37,21250.0,20078.0,21143.04,806.417142
2022-06-15 12:00:00+00:00,2022-06-15 12:00:00+00:00,21129.83,21766.6,21007.61,21388.94,478.118897
2022-06-15 16:00:00+00:00,2022-06-15 16:00:00+00:00,21384.0,22421.93,20220.34,21607.06,1769.865366
2022-06-15 20:00:00+00:00,2022-06-15 20:00:00+00:00,21595.64,22762.04,21359.53,22568.58,507.519587
2022-06-16 00:00:00+00:00,2022-06-16 00:00:00+00:00,22551.11,22985.0,22145.66,22191.99,419.603732
2022-06-16 04:00:00+00:00,2022-06-16 04:00:00+00:00,22187.99,22331.63,21628.01,21743.57,176.272811
2022-06-16 08:00:00+00:00,2022-06-16 08:00:00+00:00,21743.86,21859.99,20840.97,21033.87,308.429407
2022-06-16 12:00:00+00:00,2022-06-16 12:00:00+00:00,21014.96,21477.64,20733.58,21048.41,368.741881
2022-06-16 16:00:00+00:00,2022-06-16 16:00:00+00:00,21051.2,21429.31,20798.95,20850.05,317.037629
2022-06-16 20:00:00+00:00,2022-06-16 20:00:00+00:00,20852.76,21011.25,20200.8,20376.76,392.414859
2022-06-17 00:00:00+00:00,2022-06-17 00:00:00+00:00,20372.34,21013.94,20220.0,20354.4,290.050774
2022-06-17 04:00:00+00:00,2022-06-17 04:00:00+00:00,20355.25,21242.28,20302.51,21060.02,203.359567
2022-06-17 08:00:00+00:00,2022-06-17 08:00:00+00:00,21076.96,21320.42,20822.37,20955.41,157.360107
2022-06-17 12:00:00+00:00,2022-06-17 12:00:00+00:00,20938.42,21020.41,20380.0,20648.95,359.035235
2022-06-17 16:00:00+00:00,2022-06-17 16:00:00+00:00,20641.75,20764.16,20413.94,20499.65,135.952161
2022-06-17 20:00:00+00:00,2022-06-17 20:00:00+00:00,20489.22,20695.61,20338.97,20442.23,176.860324
2022-06-18 00:00:00+00:00,2022-06-18 00:00:00+00:00,20443.61,20743.62,20301.5,20427.28,159.89265699999999
2022-06-18 04:00:00+00:00,2022-06-18 04:00:00+00:00,20429.45,20505.58,19049.95,19223.67,590.83645
2022-06-18 08:00:00+00:00,2022-06-18 08:00:00+00:00,19235.17,19514.57,18731.79,19222.52,505.082357
2022-06-18 12:00:00+00:00,2022-06-18 12:00:00+00:00,19222.89,19265.24,18917.36,18923.59,298.230673
2022-06-18 16:00:00+00:00,2022-06-18 16:00:00+00:00,18923.6,19072.94,18007.69,18029.47,662.739565
2022-06-18 20:00:00+00:00,2022-06-18 20:00:00+00:00,18033.17,19459.43,17594.94,18949.08,1193.614305
2022-06-19 00:00:00+00:00,2022-06-19 00:00:00+00:00,18942.29,19180.29,18203.94,18299.19,446.397598
2022-06-19 04:00:00+00:00,2022-06-19 04:00:00+00:00,18281.47,18584.03,17925.03,18286.74,301.499891
2022-06-19 08:00:00+00:00,2022-06-19 08:00:00+00:00,18279.03,20000.0,18247.31,19657.89,487.83108
2022-06-19 12:00:00+00:00,2022-06-19 12:00:00+00:00,19670.75,19891.0,19108.53,19805.3,363.888349
2022-06-19 16:00:00+00:00,2022-06-19 16:00:00+00:00,19801.51,20301.29,19359.64,20100.0,399.778122
2022-06-19 20:00:00+00:00,2022-06-19 20:00:00+00:00,20100.0,20799.03,20034.89,20558.14,474.806113
2022-06-20 00:00:00+00:00,2022-06-20 00:00:00+00:00,20542.83,20625.04,19601.9,19954.35,331.953642
2022-06-20 04:00:00+00:00,2022-06-20 04:00:00+00:00,19954.18,20221.93,19746.13,20058.27,244.503757
2022-06-20 08:00:00+00:00,2022-06-20 08:00:00+00:00,20065.06,20981.82,20001.4,20797.13,371.06957
2022-06-20 12:00:00+00:00,2022-06-20 12:00:00+00:00,20796.25,21038.89,20334.2,20800.14,349.155325
2022-06-20 16:00:00+00:00,2022-06-20 16:00:00+00:00,20803.59,20810.27,19806.36,20060.32,524.972231
2022-06-20 20:00:00+00:00,2022-06-20 20:00:00+00:00,20063.62,20749.0,19984.0,20539.82,262.539919
2022-06-21 00:00:00+00:00,2022-06-21 00:00:00+00:00,20545.99,20745.0,20333.0,20586.16,247.178372
2022-06-21 04:00:00+00:00,2022-06-21 04:00:00+00:00,20583.54,21277.0,20451.3,21089.11,379.566687
2022-06-21 08:00:00+00:00,2022-06-21 08:00:00+00:00,21093.02,21433.91,20894.03,20937.93,333.151947
2022-06-21 12:00:00+00:00,2022-06-21 12:00:00+00:00,20937.92,21702.52,20830.77,21378.6,530.007266
2022-06-21 16:00:00+00:00,2022-06-21 16:00:00+00:00,21374.07,21548.48,20850.0,20864.94,377.824522
2022-06-21 20:00:00+00:00,2022-06-21 20:00:00+00:00,20864.94,21017.83,20516.25,20704.85,307.916573
2022-06-22 00:00:00+00:00,2022-06-22 00:00:00+00:00,20702.68,20712.72,20240.0,20295.7,383.673254
2022-06-22 04:00:00+00:00,2022-06-22 04:00:00+00:00,20295.7,20568.46,19943.68,20078.36,454.368901
2022-06-22 08:00:00+00:00,2022-06-22 08:00:00+00:00,20077.15,20631.83,20023.82,20478.79,294.744862
2022-06-22 12:00:00+00:00,2022-06-22 12:00:00+00:00,20486.26,20874.34,20004.96,20064.91,753.208476
2022-06-22 16:00:00+00:00,2022-06-22 16:00:00+00:00,20058.52,20372.61,19820.55,20091.78,855.260514
2022-06-22 20:00:00+00:00,2022-06-22 20:00:00+00:00,20090.82,20220.13,19742.25,19973.04,522.023821
2022-06-23 00:00:00+00:00,2022-06-23 00:00:00+00:00,19971.75,20586.9,19863.77,20192.18,618.568677
