net_btc_ratio,mdd_model_usd,mdd_hodl_usd,mdd_vs_hodl_ratio,flips_total,flips_blocked_hard,flips_per_year
0.8841616069154246,0.08320323090678294,0.07781619361155956,1.0692277152762601,5,0,20.291666666666668
