ts,executed,open,close
2023-10-18 04:00:00+00:00,BUY,28525.548828125,28506.37890625
2023-11-14 16:00:00+00:00,SELL,36150.43359375,35299.171875
2023-11-27 08:00:00+00:00,BUY,37296.0859375,37072.37109375
2023-12-11 04:00:00+00:00,SELL,42331.203125,42137.5390625
2023-12-23 20:00:00+00:00,BUY,43718.33984375,43739.11328125
