ts,open,close,d_close,d_ema200,ema21,ema55,macro_green,trend_up,position,btc,usd,equity_btc,equity_usd,executed,exec_reason,blocked_reason
2023-10-01 00:00:00+00:00,26967.396484375,27049.91796875,27049.91796875,28459.63349625084,27049.91796875,27049.91796875,False,False,STABLE,0.0,26967.396484375,0.9969492889231555,26967.396484375,,,
2023-10-01 04:00:00+00:00,27051.0703125,27120.564453125,27049.91796875,28459.63349625084,27060.010323660717,27052.441057477678,False,False,STABLE,0.0,26967.396484375,0.9943523310875504,26967.396484375,,,
2023-10-01 08:00:00+00:00,27118.216796875,27202.984375,27049.91796875,28459.63349625084,27080.43518813776,27057.817604532047,False,False,STABLE,0.0,26967.396484375,0.9913396307045814,26967.396484375,,,
2023-10-01 12:00:00+00:00,27200.537109375,27157.07421875,27049.91796875,28459.63349625084,27091.383621082365,27061.36248361126,False,False,STABLE,0.0,26967.396484375,0.9930155313180224,26967.396484375,,,
2023-10-01 16:00:00+00:00,27156.275390625,27105.74609375,27049.91796875,28459.63349625084,27093.435402892028,27062.947612544787,False,False,STABLE,0.0,26967.396484375,0.9948959305935909,26967.396484375,,,
2023-10-01 20:00:00+00:00,27107.3515625,27983.21875,27049.91796875,28459.63349625084,27220.54730962174,27095.814438882473,False,True,STABLE,0.0,26967.396484375,0.9636988770055267,26967.396484375,,,
2023-10-02 00:00:00+00:00,27976.798828125,28106.86328125,28106.86328125,28456.1233448578,27347.163876997205,27131.923326109885,False,True,STABLE,0.0,26967.396484375,0.9594594819965152,26967.396484375,,,
2023-10-02 04:00:00+00:00,28125.1328125,28274.0390625,28106.86328125,28456.1233448578,27479.57461778332,27172.713173838103,False,True,STABLE,0.0,26967.396484375,0.9537864903123089,26967.396484375,,,
2023-10-02 08:00:00+00:00,28311.095703125,28226.94921875,28106.86328125,28456.1233448578,27586.34241792142,27210.364461156387,False,True,STABLE,0.0,26967.396484375,0.9553776525895923,26967.396484375,,,
2023-10-02 12:00:00+00:00,28223.76171875,28016.51953125,28106.86328125,28456.1233448578,27647.796291254075,27239.15571365973,False,True,STABLE,0.0,26967.396484375,0.962553412614126,26967.396484375,,,
2023-10-02 16:00:00+00:00,28060.2578125,27960.607421875,28106.86328125,28456.1233448578,27692.483595628495,27264.92184609599,False,True,STABLE,0.0,26967.396484375,0.964478205980498,26967.396484375,,,
2023-10-02 20:00:00+00:00,27977.5703125,27547.1015625,28106.86328125,28456.1233448578,27671.714733752997,27274.999693110418,False,True,STABLE,0.0,26967.396484375,0.9789558594101183,26967.396484375,,,
2023-10-03 00:00:00+00:00,27508.251953125,27592.70703125,27592.70703125,28447.532137757225,27660.427919109712,27286.34638375826,False,True,STABLE,0.0,26967.396484375,0.9773378325596395,26967.396484375,,,
2023-10-03 04:00:00+00:00,27600.626953125,27552.30859375,27592.70703125,28447.532137757225,27644.982301201184,27295.845034115107,False,True,STABLE,0.0,26967.396484375,0.9787708493687646,26967.396484375,,,
2023-10-03 08:00:00+00:00,27544.931640625,27552.591796875,27592.70703125,28447.532137757225,27631.783657726017,27305.014561356533,False,True,STABLE,0.0,26967.396484375,0.9787607889372363,26967.396484375,,,
2023-10-03 12:00:00+00:00,27559.01171875,27338.21875,27592.70703125,28447.532137757225,27589.845813765158,27306.200425236657,False,True,STABLE,0.0,26967.396484375,0.9864357561472435,26967.396484375,,,
2023-10-03 16:00:00+00:00,27347.248046875,27266.521484375,27592.70703125,28447.532137757225,27543.65662385228,27304.783320205883,False,True,STABLE,0.0,26967.396484375,0.9890295870644368,26967.396484375,,,
2023-10-03 20:00:00+00:00,27271.00390625,27428.478515625,27592.70703125,28447.532137757225,27527.202608391242,27309.201005756568,False,True,STABLE,0.0,26967.396484375,0.9831896606664734,26967.396484375,,,
2023-10-04 00:00:00+00:00,27429.07421875,27422.576171875,27422.576171875,28437.33357093253,27512.25597460321,27313.250118832228,False,True,STABLE,0.0,26967.396484375,0.9834012791268372,26967.396484375,,,
2023-10-04 04:00:00+00:00,27428.06640625,27446.1953125,27422.576171875,28437.33357093253,27502.818737159894,27317.99816146322,False,True,STABLE,0.0,26967.396484375,0.9825550017890117,26967.396484375,,,
2023-10-04 08:00:00+00:00,27445.4921875,27568.931640625,27422.576171875,28437.33357093253,27512.26343765491,27326.960071433285,False,True,STABLE,0.0,26967.396484375,0.9781806867204245,26967.396484375,,,
2023-10-04 12:00:00+00:00,27574.26953125,27408.244140625,27422.576171875,28437.33357093253,27497.403538079212,27329.863073904417,False,True,STABLE,0.0,26967.396484375,0.9839155089983832,26967.396484375,,,
2023-10-04 16:00:00+00:00,27402.408203125,27647.501953125,27422.576171875,28437.33357093253,27518.84616880004,27341.207319590867,False,True,STABLE,0.0,26967.396484375,0.9754008347696987,26967.396484375,,,
2023-10-04 20:00:00+00:00,27622.953125,27792.671875,27422.576171875,28437.33357093253,27557.964126828607,27357.331053712624,False,True,STABLE,0.0,26967.396484375,0.9703060074851115,26967.396484375,,,
2023-10-05 00:00:00+00:00,27798.646484375,27670.53125,27670.53125,28429.703697092405,27574.045144424523,27368.5167750086,False,True,STABLE,0.0,26967.396484375,0.974589039896912,26967.396484375,,,
2023-10-05 04:00:00+00:00,27661.630859375,27605.97265625,27670.53125,28429.703697092405,27578.60621754245,27376.997342195795,False,True,STABLE,0.0,26967.396484375,0.9768681879161962,26967.396484375,,,
2023-10-05 08:00:00+00:00,27608.029296875,27734.6875,27670.53125,28429.703697092405,27600.903543607816,27389.7719906888,False,True,STABLE,0.0,26967.396484375,0.9723346074973803,26967.396484375,,,
2023-10-05 12:00:00+00:00,27731.00390625,27558.009765625,27670.53125,28429.703697092405,27594.775861038845,27395.780482650807,False,True,STABLE,0.0,26967.396484375,0.9785683622920146,26967.396484375,,,
2023-10-05 16:00:00+00:00,27562.8359375,27486.52734375,27670.53125,28429.703697092405,27579.31178714044,27399.02144197578,False,True,STABLE,0.0,26967.396484375,0.9811132613122537,26967.396484375,,,
2023-10-05 20:00:00+00:00,27485.423828125,27414.0625,27670.53125,28429.703697092405,27555.704746120377,27399.5586226195,False,True,STABLE,0.0,26967.396484375,0.983706682815617,26967.396484375,,,
2023-10-06 00:00:00+00:00,27412.123046875,27560.333984375,27560.333984375,28421.053252189748,27556.36606587104,27405.300599825056,False,True,STABLE,0.0,26967.396484375,0.9784858376412943,26967.396484375,,,
2023-10-06 04:00:00+00:00,27564.787109375,27639.271484375,27560.333984375,28421.053252189748,27568.20969708589,27413.656702844695,False,True,STABLE,0.0,26967.396484375,0.9756912912708345,26967.396484375,,,
2023-10-06 08:00:00+00:00,27644.189453125,27760.92578125,27560.333984375,28421.053252189748,27595.740566252192,27426.0591699306,False,True,STABLE,0.0,26967.396484375,0.9714156039633607,26967.396484375,,,
2023-10-06 12:00:00+00:00,27762.619140625,27934.322265625,27560.333984375,28421.053252189748,27644.10938044831,27444.211423348257,False,True,STABLE,0.0,26967.396484375,0.9653857440300292,26967.396484375,,,
2023-10-06 16:00:00+00:00,27945.59375,27981.943359375,27560.333984375,28421.053252189748,27692.371377437838,27463.416135349213,False,True,STABLE,0.0,26967.396484375,0.9637428014927316,26967.396484375,,,
2023-10-06 20:00:00+00:00,27972.798828125,27955.712890625,27560.333984375,28421.053252189748,27729.991593607432,27480.998162323347,False,True,STABLE,0.0,26967.396484375,0.9646470683785913,26967.396484375,,,
2023-10-07 00:00:00+00:00,27946.78125,27923.099609375,27923.099609375,28416.098489574677,27757.5784530028,27496.787499718048,False,True,STABLE,0.0,26967.396484375,0.9657737450938603,26967.396484375,,,
2023-10-07 04:00:00+00:00,27921.701171875,27901.78515625,27923.099609375,28416.098489574677,27778.179410609544,27511.25170173705,False,True,STABLE,0.0,26967.396484375,0.9665115093302302,26967.396484375,,,
2023-10-07 08:00:00+00:00,27906.0234375,27952.837890625,27923.099609375,28416.098489574677,27803.130622040324,27527.022637054477,False,True,STABLE,0.0,26967.396484375,0.9647462840765623,26967.396484375,,,
2023-10-07 12:00:00+00:00,27954.99609375,27956.80078125,27923.099609375,28416.098489574677,27825.083501927424,27542.37185649003,False,True,STABLE,0.0,26967.396484375,0.964609530803733,26967.396484375,,,
2023-10-07 16:00:00+00:00,27957.591796875,27878.798828125,27923.099609375,28416.098489574677,27832.75711995565,27554.387105476995,False,True,STABLE,0.0,26967.396484375,0.9673084070311326,26967.396484375,,,
2023-10-07 20:00:00+00:00,27877.373046875,27967.9453125,27923.099609375,28416.098489574677,27852.06971889056,27569.157041442104,False,True,STABLE,0.0,26967.396484375,0.9642251578746539,26967.396484375,,,
2023-10-08 00:00:00+00:00,27971.677734375,28082.931640625,28082.931640625,28412.783396550305,27885.049993424054,27587.506134270065,False,True,STABLE,0.0,26967.396484375,0.9602771117159201,26967.396484375,,,
2023-10-08 04:00:00+00:00,28082.931640625,27923.142578125,28082.931640625,28412.783396550305,27890.491791238477,27599.493150122027,False,True,STABLE,0.0,26967.396484375,0.9657722589398396,26967.396484375,,,
2023-10-08 08:00:00+00:00,27922.265625,27830.455078125,28082.931640625,28412.783396550305,27881.915117936554,27607.741790407847,False,True,STABLE,0.0,26967.396484375,0.9689886999214622,26967.396484375,,,
2023-10-08 12:00:00+00:00,27826.52734375,27915.759765625,28082.931640625,28412.783396550305,27886.750067606336,27618.742432379888,False,True,STABLE,0.0,26967.396484375,0.9660276743598504,26967.396484375,,,
2023-10-08 16:00:00+00:00,27914.1640625,27902.322265625,28082.931640625,28412.783396550305,27888.974667323288,27628.870283567212,False,True,STABLE,0.0,26967.396484375,0.9664929043414495,26967.396484375,,,
2023-10-08 20:00:00+00:00,27904.76171875,27939.330078125,28082.931640625,28412.783396550305,27896.16829743782,27639.95813337285,False,True,STABLE,0.0,26967.396484375,0.9652127094303177,26967.396484375,,,
2023-10-09 00:00:00+00:00,27934.47265625,27930.3046875,27930.3046875,28407.982613375676,27901.04492458956,27650.327653163105,False,True,STABLE,0.0,26967.396484375,0.9655246079876836,26967.396484375,,,
2023-10-09 04:00:00+00:00,27930.3046875,27832.326171875,27930.3046875,28407.982613375676,27891.227959916054,27656.82760025996,False,True,STABLE,0.0,26967.396484375,0.9689235573714271,26967.396484375,,,
