net_btc_ratio,mdd_model_usd,mdd_hodl_usd,mdd_vs_hodl_ratio,flips_total,flips_blocked_hard,flips_per_year
0.6987201674298095,0.24000124535866985,0.22492501387131425,1.0670278117487686,12,0,24.35
