timestamp,sD,w_diamante_raw,retD_btc
2022-05-15 00:00:00+00:00,0.0,0.0,0.0
2022-05-15 04:00:00+00:00,1.0,0.009495953233451693,0.0033736954853196
2022-05-15 08:00:00+00:00,1.0,0.058486921944940644,0.014703615712019
2022-05-15 12:00:00+00:00,1.0,0.07487315853568166,-0.0077931352634653
2022-05-15 16:00:00+00:00,1.0,0.1292484669283731,0.0148008163529409
2022-05-15 20:00:00+00:00,1.0,0.25311035693035183,0.0285096015268575
2022-05-16 00:00:00+00:00,1.0,0.25467485439447685,-0.0323765583197946
2022-05-16 04:00:00+00:00,1.0,0.18661971406975175,-0.0236366068199794
2022-05-16 08:00:00+00:00,1.0,0.16361628260640174,0.0118919931823477
2022-05-16 12:00:00+00:00,1.0,0.11705461717744088,-0.0095203203903193
2022-05-16 16:00:00+00:00,1.0,0.07247495301795934,-0.002261467642215
2022-05-16 20:00:00+00:00,1.0,0.06208030039732827,0.0092970583668958
2022-05-17 00:00:00+00:00,1.0,0.09791183856350258,0.0158925971168653
2022-05-17 04:00:00+00:00,1.0,0.13209520497668903,0.0022389534352447
2022-05-17 08:00:00+00:00,1.0,0.15041847195607455,-0.0027609233886549
2022-05-17 12:00:00+00:00,1.0,0.14742127428126967,-0.0057625673080667
2022-05-17 16:00:00+00:00,1.0,0.13817112641655296,-0.0019885355448238
2022-05-17 20:00:00+00:00,1.0,0.1621846373365621,0.0115551560950637
2022-05-18 00:00:00+00:00,1.0,0.12309457901376739,-0.0199752385305563
2022-05-18 04:00:00+00:00,1.0,0.09755016390703591,0.0024236059149003
2022-05-18 08:00:00+00:00,1.0,0.06956738879139042,-0.0023959888776309
2022-05-18 12:00:00+00:00,-1.0,0.03407930007202644,-0.0287521369242048
2022-05-18 16:00:00+00:00,-1.0,0.08961706905491666,0.0100261033826611
2022-05-18 20:00:00+00:00,-1.0,0.18521644664088852,-0.0186874971354457
2022-05-19 00:00:00+00:00,-1.0,0.21610180468660012,0.0162943573263438
2022-05-19 04:00:00+00:00,-1.0,0.23875659734669413,0.0001289535318005
2022-05-19 08:00:00+00:00,-1.0,0.22596084258500315,0.010447661389741
2022-05-19 12:00:00+00:00,-1.0,0.12939913002480563,0.0301504570318147
2022-05-19 16:00:00+00:00,-1.0,0.09094981766574518,-0.013828198917859
2022-05-19 20:00:00+00:00,0.0,0.026361008223080754,0.011673669086474
2022-05-20 00:00:00+00:00,0.0,0.011809516544189302,-0.0047740845598749
2022-05-20 04:00:00+00:00,1.0,0.05062614114177279,0.0029555643442416
2022-05-20 08:00:00+00:00,1.0,0.09619972014017913,0.0052621933226679
2022-05-20 12:00:00+00:00,0.0,0.010998923376077878,-0.0422003355939911
2022-05-20 16:00:00+00:00,-1.0,0.043356725325283854,0.0051227378439768
2022-05-20 20:00:00+00:00,-1.0,0.09435172574665139,-0.0027971640728322
2022-05-21 00:00:00+00:00,-1.0,0.1292634649803905,0.0018853178303077
2022-05-21 04:00:00+00:00,-1.0,0.1407587027894843,0.0055577224423324
2022-05-21 08:00:00+00:00,-1.0,0.1629498021208365,-0.0050567807544273
2022-05-21 12:00:00+00:00,-1.0,0.1533655652166618,0.0093524230189709
2022-05-21 16:00:00+00:00,-1.0,0.15314507458618193,-0.0031051902246646
2022-05-21 20:00:00+00:00,-1.0,0.15304733500836265,-0.000479209610022
2022-05-22 00:00:00+00:00,-1.0,0.1592995406936452,-0.002709342437014
2022-05-22 04:00:00+00:00,-1.0,0.15546271884607227,0.0026938591535465
2022-05-22 08:00:00+00:00,-1.0,0.10895904384263182,0.0150380771935361
2022-05-22 12:00:00+00:00,-1.0,0.07510456276496764,-0.0014964357894378
2022-05-22 16:00:00+00:00,-1.0,0.0382712074178158,0.0032214709259061
2022-05-22 20:00:00+00:00,0.0,0.02619691256824303,0.0122315087678932
2022-05-23 00:00:00+00:00,1.0,0.06595700215533062,-0.0040177705651804
2022-05-23 04:00:00+00:00,1.0,0.12330859783637589,0.0091778725301379
2022-05-23 08:00:00+00:00,1.0,0.16253739979333595,-0.0019232096663389
2022-05-23 12:00:00+00:00,1.0,0.19052722311107642,-0.000687643073725
2022-05-23 16:00:00+00:00,1.0,0.0914145434296413,-0.0419431242916571
2022-05-23 20:00:00+00:00,0.0,0.012397711240043657,0.0004599084998795
2022-05-24 00:00:00+00:00,-1.0,0.03369804566448314,0.0063092306967624
2022-05-24 04:00:00+00:00,-1.0,0.060606660687288025,0.0035164841172248
2022-05-24 08:00:00+00:00,-1.0,0.09140471365877202,-0.0034867975972046
2022-05-24 12:00:00+00:00,-1.0,0.1066244323630056,0.0031303406611502
2022-05-24 16:00:00+00:00,-1.0,0.11823465370383461,-0.0001049046321526
2022-05-24 20:00:00+00:00,-1.0,0.10002532432632064,0.0094928214540217
2022-05-25 00:00:00+00:00,-1.0,0.03433489151387753,0.0178494783301166
2022-05-25 04:00:00+00:00,-1.0,0.02784965303334041,-0.0161745994805828
2022-05-25 08:00:00+00:00,-1.0,0.051177724115051115,-0.0101985801646276
2022-05-25 12:00:00+00:00,-1.0,0.04830843131895827,0.0075682524897853
2022-05-25 16:00:00+00:00,-1.0,0.04868160610028866,-0.0010916894087882
2022-05-25 20:00:00+00:00,-1.0,0.053950857786952265,-0.0019117833095769
2022-05-26 00:00:00+00:00,-1.0,0.029232004736667788,0.0101560620181309
2022-05-26 04:00:00+00:00,0.0,0.020519558533796882,-0.0039933331499323
2022-05-26 08:00:00+00:00,-1.0,0.0814310031925759,-0.0241038933042309
2022-05-26 12:00:00+00:00,-1.0,0.09258689722305544,0.0134113151931742
2022-05-26 16:00:00+00:00,-1.0,0.10147603751040911,-0.0002557805205594
2022-05-26 20:00:00+00:00,-1.0,0.12549841539101741,-0.0063324430393545
2022-05-27 00:00:00+00:00,-1.0,0.16112695960505358,-0.0062411460340403
2022-05-27 04:00:00+00:00,-1.0,0.19169194258173564,-0.0011905879040962
2022-05-27 08:00:00+00:00,-1.0,0.22159179183627295,-0.0025024895366921
2022-05-27 12:00:00+00:00,-1.0,0.2492480267094303,-0.0019741179664473
2022-05-27 16:00:00+00:00,-1.0,0.26716919002898715,0.0008052957301978
2022-05-27 20:00:00+00:00,-1.0,0.30362094596519507,-0.0087228531055033
2022-05-28 00:00:00+00:00,-1.0,0.31180177787481506,0.0067393386774736
2022-05-28 04:00:00+00:00,-1.0,0.30925730641447075,0.0023567003554851
2022-05-28 08:00:00+00:00,-1.0,0.3100223463261929,-0.0019130895876978
2022-05-28 12:00:00+00:00,-1.0,0.2922171632919197,0.0056964475765357
2022-05-28 16:00:00+00:00,-1.0,0.2733117228201214,0.0007958512155288
2022-05-28 20:00:00+00:00,-1.0,0.25466207313090045,0.0004450462727374
2022-05-29 00:00:00+00:00,-1.0,0.24175617112709896,-0.001473516870613
2022-05-29 04:00:00+00:00,-1.0,0.22716985950015,0.0008032899662659
2022-05-29 08:00:00+00:00,-1.0,0.19363272482959762,0.0071206293621834
2022-05-29 12:00:00+00:00,-1.0,0.16541413270351002,-8.360307316668258e-05
2022-05-29 16:00:00+00:00,-1.0,0.1500244707771844,-0.0030380607399695
2022-05-29 20:00:00+00:00,-1.0,0.10260315763181822,0.0120404489794094
2022-05-30 00:00:00+00:00,0.0,0.020789632564409882,0.0298365684329355
2022-05-30 04:00:00+00:00,1.0,0.14735966302274595,0.0097759905181729
2022-05-30 08:00:00+00:00,1.0,0.24911529015597925,0.0007586616594343
2022-05-30 12:00:00+00:00,1.0,0.324898745562393,-0.0010765938255271
2022-05-30 16:00:00+00:00,1.0,0.38419325163047197,0.0005854305544439
2022-05-30 20:00:00+00:00,1.0,0.5308286848911108,0.0356064590844873
2022-05-31 00:00:00+00:00,1.0,0.6450471714224698,0.0008294864624405
2022-05-31 04:00:00+00:00,1.0,0.7116985784335587,-0.0062356806940868
2022-05-31 08:00:00+00:00,1.0,0.7769831053317905,0.0063350364125911
2022-05-31 12:00:00+00:00,1.0,0.8476147508056839,0.0087344703989051
2022-05-31 16:00:00+00:00,1.0,0.857774457084589,-0.0131020811943072
2022-05-31 20:00:00+00:00,1.0,0.8740892727580618,0.0054204580763275
2022-06-01 00:00:00+00:00,1.0,0.8631537112493626,-0.005621600187565
2022-06-01 04:00:00+00:00,1.0,0.8337206850632527,-0.0046029657227169
2022-06-01 08:00:00+00:00,1.0,0.8154760720344616,0.0043256968330367
2022-06-01 12:00:00+00:00,1.0,0.7148011234333794,-0.0275186837379062
2022-06-01 16:00:00+00:00,1.0,0.5713240517850244,-0.0203021773934694
2022-06-01 20:00:00+00:00,1.0,0.42298657957358304,-0.0103722478985522
2022-06-02 00:00:00+00:00,1.0,0.2930339825908389,-0.0027324697860293
2022-06-02 04:00:00+00:00,1.0,0.2084943660637555,0.0080552300917133
2022-06-02 08:00:00+00:00,1.0,0.15901239561839736,0.0072159904076258
2022-06-02 12:00:00+00:00,1.0,0.12053556988583757,0.0008843864506822
2022-06-02 16:00:00+00:00,0.0,0.09647136937418382,0.0027694241525988
2022-06-02 20:00:00+00:00,0.0,0.09153906976178272,0.0053946970207581
2022-06-03 00:00:00+00:00,1.0,0.09448551930962532,0.0027160660978426
2022-06-03 04:00:00+00:00,0.0,0.0884040434830419,-0.002706742670017
2022-06-03 08:00:00+00:00,0.0,0.017382781109355594,-0.0231826382430553
2022-06-03 12:00:00+00:00,0.0,0.06394000787254805,-0.008749976871048
2022-06-03 16:00:00+00:00,-1.0,0.1210984040658792,0.0027650166844506
2022-06-03 20:00:00+00:00,-1.0,0.15424738362013551,0.0042449019377561
2022-06-04 00:00:00+00:00,-1.0,0.19256692016616872,-0.0046765493428869
2022-06-04 04:00:00+00:00,-1.0,0.2084807127314416,0.0047852058176887
2022-06-04 08:00:00+00:00,-1.0,0.2214712507005169,-0.000696232157366
2022-06-04 12:00:00+00:00,-1.0,0.2129734353503696,0.0061362375583198
2022-06-04 16:00:00+00:00,-1.0,0.22395310275266236,-0.0069692589083203
2022-06-04 20:00:00+00:00,-1.0,0.21032565471575562,0.0073880984413741
2022-06-05 00:00:00+00:00,-1.0,0.2076966951906693,-0.0035702953836442
2022-06-05 04:00:00+00:00,-1.0,0.21528824434482008,-0.0040743504223813
2022-06-05 08:00:00+00:00,-1.0,0.21188748754291256,0.0027651599302327
2022-06-05 12:00:00+00:00,-1.0,0.184066819915323,0.0083436474341793
2022-06-05 16:00:00+00:00,-1.0,0.1529350543510176,0.0026004858380705
2022-06-05 20:00:00+00:00,-1.0,0.13946408324285436,-0.0045014126029561
2022-06-06 00:00:00+00:00,0.0,0.0007052968832602681,0.0451902363824259
2022-06-06 04:00:00+00:00,1.0,0.11251435239351977,0.0009039186345196
2022-06-06 08:00:00+00:00,1.0,0.21158553398767357,0.0033741616162972
2022-06-06 12:00:00+00:00,1.0,0.3010307148460623,0.0042434383515801
2022-06-06 16:00:00+00:00,1.0,0.36427271432285874,-0.0018677416733949
2022-06-06 20:00:00+00:00,1.0,0.40219263223044016,-0.0032365875892971
2022-06-07 00:00:00+00:00,1.0,0.26319520868662033,-0.0574687380375142
2022-06-07 04:00:00+00:00,1.0,0.15140892752263457,0.000703975804893
2022-06-07 08:00:00+00:00,0.0,0.054028544476928946,-0.0023414403832345
2022-06-07 12:00:00+00:00,0.0,0.010048024433278763,0.0125974471524208
2022-06-07 16:00:00+00:00,1.0,0.08271838710471881,0.0388662200147038
2022-06-07 20:00:00+00:00,1.0,0.14635080397581707,0.0022033118319488
2022-06-08 00:00:00+00:00,1.0,0.09436377004993425,-0.0352732393043747
2022-06-08 04:00:00+00:00,1.0,0.10185210690094446,0.0179364888372328
2022-06-08 08:00:00+00:00,1.0,0.09318440074984354,-0.0048778491229563
2022-06-08 12:00:00+00:00,1.0,0.09135675611984767,0.0020894254343291
2022-06-08 16:00:00+00:00,0.0,0.05769373459442949,-0.0111352526692986
2022-06-08 20:00:00+00:00,0.0,0.03636389418052859,0.0021859168249185
2022-06-09 00:00:00+00:00,0.0,0.027406090296599097,0.0030058307550295
2022-06-09 04:00:00+00:00,0.0,0.038047181986097765,0.0064194508071138
2022-06-09 08:00:00+00:00,0.0,0.027992734376560656,-0.0064553102615702
2022-06-09 12:00:00+00:00,0.0,0.020944206782640706,0.0004387222610582
2022-06-09 16:00:00+00:00,0.0,0.013368392788870241,-0.0101284549086947
2022-06-09 20:00:00+00:00,0.0,0.03131736808275366,0.0033836753593174
2022-06-10 00:00:00+00:00,0.0,0.043807053632887526,0.0005818262095085
2022-06-10 04:00:00+00:00,-1.0,0.060375694873904776,-0.0024714896490171
2022-06-10 08:00:00+00:00,-1.0,0.07548200476578934,-0.000833088225742
2022-06-10 12:00:00+00:00,-1.0,0.14026302496043247,-0.0190299848445549
2022-06-10 16:00:00+00:00,-1.0,0.2365670534548934,-0.0164686491079014
2022-06-10 20:00:00+00:00,-1.0,0.30059115452404966,0.0042214329375431
2022-06-11 00:00:00+00:00,-1.0,0.33251935844541414,0.0062303484411914
2022-06-11 04:00:00+00:00,-1.0,0.35068826573840195,0.001723793028572
2022-06-11 08:00:00+00:00,-1.0,0.41861245855344215,-0.0202467667506655
2022-06-11 12:00:00+00:00,-1.0,0.5006816445173868,-0.0112721007492783
2022-06-11 16:00:00+00:00,-1.0,0.5441671636899255,0.006853333793793
2022-06-11 20:00:00+00:00,-1.0,0.5931726794698847,-0.0067167368229845
2022-06-12 00:00:00+00:00,-1.0,0.7102892176670531,-0.0301479915433403
2022-06-12 04:00:00+00:00,-1.0,0.7907623596791586,0.003175001089942
2022-06-12 08:00:00+00:00,-1.0,0.8676297086575323,-0.0067579827312899
2022-06-12 12:00:00+00:00,-1.0,0.8606770634749032,0.0231721275221794
2022-06-12 16:00:00+00:00,-1.0,0.9124103626995417,-0.0233386990840209
2022-06-12 20:00:00+00:00,-1.0,1.0,-0.031171150329912
2022-06-13 00:00:00+00:00,-1.0,1.0,-0.0401027888422207
2022-06-13 04:00:00+00:00,-1.0,1.0,-0.0282189986710731
2022-06-13 08:00:00+00:00,-1.0,1.0,-0.0438776268273933
