ts,open,close,d_close,d_ema200,ema21,ema55,macro_green,trend_up,position,btc,usd,equity_btc,equity_usd,executed,exec_reason,blocked_reason
2024-01-01 00:00:00+00:00,42280.234375,42320.73046875,42320.73046875,34004.27119936085,42320.73046875,42320.73046875,True,False,STABLE,0.0,42280.234375,0.9990431144901929,42280.234375,,,
2024-01-01 04:00:00+00:00,42325.04296875,42466.46875,42320.73046875,34004.27119936085,42341.55022321429,42325.93540736607,True,False,STABLE,0.0,42280.234375,0.995614554718539,42280.234375,,,
2024-01-01 08:00:00+00:00,42475.9140625,42687.30859375,42320.73046875,34004.27119936085,42390.944276147966,42338.84159259407,True,False,STABLE,0.0,42280.234375,0.9904638115599164,42280.234375,,,
2024-01-01 12:00:00+00:00,42687.9140625,42780.91796875,42320.73046875,34004.27119936085,42446.654803662546,42354.63003459964,True,False,STABLE,0.0,42280.234375,0.9882965673126572,42280.234375,,,
2024-01-01 16:00:00+00:00,42787.1796875,43529.83984375,42320.73046875,34004.27119936085,42601.39552367504,42396.60181349787,True,True,STABLE,0.0,42280.234375,0.9712931296500182,42280.234375,,BUY_trend,
2024-01-01 20:00:00+00:00,43532.08203125,44150.7109375,42320.73046875,34004.27119936085,42822.72629707861,42459.24856792652,True,True,BTC,0.9705632315175597,0.0,0.9705632315175597,42851.05668129767,BUY,BUY_trend,
2024-01-02 00:00:00+00:00,44187.140625,45421.73046875,45421.73046875,34117.877759255265,43194.01260731738,42565.051492955936,True,True,BTC,0.9705632315175597,0.0,0.9705632315175597,44084.661504869604,,,
2024-01-02 04:00:00+00:00,45426.203125,45499.88671875,45421.73046875,34117.877759255265,43523.4231946649,42669.86703673429,True,True,BTC,0.9705632315175597,0.0,0.9705632315175597,44160.5170874329,,,
2024-01-02 08:00:00+00:00,45502.23046875,45443.24609375,45421.73046875,34117.877759255265,43797.68360881992,42768.91628877057,True,True,BTC,0.9705632315175597,0.0,0.9705632315175597,44105.543779397725,,,
2024-01-02 12:00:00+00:00,45461.49609375,45201.42578125,45421.73046875,34117.877759255265,43998.21820488136,42855.791627787694,True,True,BTC,0.9705632315175597,0.0,0.9705632315175597,43870.84187545114,,,
