net_btc_ratio,mdd_model_usd,mdd_hodl_usd,mdd_vs_hodl_ratio,flips_total,flips_blocked_hard,flips_per_year
1.088868978375402,0.17739459693569748,0.22492501387131425,0.7886832766283157,8,0,16.233333333333334
