net_btc_ratio,mdd_vs_hodl_ratio,flips_per_year,mdd_model_usd,mdd_hodl_usd,flips_total,flips_blocked_hard
1.0028987600024684,0.7156656252187362,18.572033898305087,0.09115703269751674,0.12737377552492546,6,0
