timestamp,open,high,low,close,volume
2025-01-01 00:00:00+00:00,93347.59,94321.25,93281.63,93635.54,818.32070595
2025-01-01 04:00:00+00:00,93635.54,93708.79,93305.54,93478.85,631.5849351
2025-01-01 08:00:00+00:00,93478.85,93564.06,92743.63,93250.79,814.07976789
2025-01-01 12:00:00+00:00,93250.79,94289.0,93172.42,94225.28,1607.6220679799999
2025-01-01 16:00:00+00:00,94212.75,94638.63,93521.72,94434.89,1930.7196221899999
2025-01-01 20:00:00+00:00,94427.86,94960.91,94316.57,94383.59,1069.4113828499999
2025-01-02 00:00:00+00:00,94383.59,95338.18,94177.0,94827.25,1109.54861828
2025-01-02 04:00:00+00:00,94832.39,95832.21,94803.6,95691.24,805.02626369
2025-01-02 08:00:00+00:00,95692.21,96774.06,95491.36,96631.02,1078.9085551100002
2025-01-02 12:00:00+00:00,96631.02,97295.0,95849.42,96362.35,2897.13873749
2025-01-02 16:00:00+00:00,96362.35,97705.05,95914.36,97224.83,3370.9696169
2025-01-02 20:00:00+00:00,97224.83,97776.99,96633.33,96903.19,1650.88204815
2025-01-03 00:00:00+00:00,96905.48,97270.33,96550.01,96970.54,981.2609537200001
2025-01-03 04:00:00+00:00,96970.55,96975.92,96202.01,96232.47,532.07090081
2025-01-03 08:00:00+00:00,96232.46,96759.45,96016.63,96679.43,572.69502212
2025-01-03 12:00:00+00:00,96679.43,97612.67,96401.0,97464.8,1973.6024922
2025-01-03 16:00:00+00:00,97458.07,98969.92,97342.97,98562.77,3076.45244397
2025-01-03 20:00:00+00:00,98554.95,98741.4,98020.47,98136.51,1885.8035687699999
2025-01-04 00:00:00+00:00,98139.85,98279.58,97749.98,98162.98,526.96639971
2025-01-04 04:00:00+00:00,98162.98,98296.72,97826.77,98240.53,339.67346464
2025-01-04 08:00:00+00:00,98236.76,98267.25,97528.26,97855.09,280.65016925
2025-01-04 12:00:00+00:00,97862.02,98143.1,97516.65,97649.43,615.56941095
2025-01-04 16:00:00+00:00,97650.5,98500.0,97550.47,98156.45,521.32304137
2025-01-04 20:00:00+00:00,98150.12,98761.02,98132.54,98209.85,457.90712022
2025-01-05 00:00:00+00:00,98209.85,98386.57,98020.01,98161.13,249.49656596
2025-01-05 04:00:00+00:00,98159.69,98494.82,98159.69,98247.84,199.63902037
2025-01-05 08:00:00+00:00,98247.84,98247.84,97565.0,97621.82,280.7690787
2025-01-05 12:00:00+00:00,97621.81,98252.74,97250.0,98003.23,460.66143005000004
2025-01-05 16:00:00+00:00,98003.23,98318.69,97560.0,98060.46,553.42673458
2025-01-05 20:00:00+00:00,98060.46,98814.0,97987.36,98345.33,633.9289293300001
2025-01-06 00:00:00+00:00,98347.65,99249.99,97900.0,98993.48,1017.40795898
2025-01-06 04:00:00+00:00,99003.79,99888.0,99003.79,99278.82,1309.71016061
2025-01-06 08:00:00+00:00,99277.29,99603.99,98666.31,99219.43,750.2907594799999
2025-01-06 12:00:00+00:00,99219.44,102485.16,98676.5,102167.04,5098.624990910001
2025-01-06 16:00:00+00:00,102167.05,102500.0,101257.0,101854.25,4472.1901898
2025-01-06 20:00:00+00:00,101854.26,102416.96,101616.2,102279.41,2525.332008
2025-01-07 00:00:00+00:00,102279.41,102735.99,101528.71,101730.11,1204.96181974
2025-01-07 04:00:00+00:00,101725.73,102043.44,101592.61,101684.3,791.90803954
2025-01-07 08:00:00+00:00,101684.3,102000.0,100469.0,100827.28,1458.03216277
2025-01-07 12:00:00+00:00,100830.4,100968.23,97100.0,97902.38,5582.4982143199995
2025-01-07 16:00:00+00:00,97906.68,98324.08,96270.0,96401.64,4035.20961188
2025-01-07 20:00:00+00:00,96401.61,97207.56,96105.11,96941.98,3514.67707405
2025-01-08 00:00:00+00:00,96941.98,97254.35,96200.0,96515.21,1169.94415955
2025-01-08 04:00:00+00:00,96515.2,96640.4,95222.22,95620.94,1605.1348206399998
2025-01-08 08:00:00+00:00,95620.94,96109.95,94510.0,95098.31,1267.24216813
2025-01-08 12:00:00+00:00,95099.19,96054.04,94595.0,95464.37,3310.51634059
2025-01-08 16:00:00+00:00,95462.47,95469.88,92500.0,94213.57,4698.19522836
2025-01-08 20:00:00+00:00,94213.57,95283.77,93571.92,95036.63,2131.26467731
2025-01-09 00:00:00+00:00,95033.18,95363.26,93418.63,93978.6,1523.32284002
2025-01-09 04:00:00+00:00,93974.94,94581.27,93159.0,93179.77,725.4108383299999
2025-01-09 08:00:00+00:00,93183.58,93815.2,92700.0,93407.52,747.57171366
