Datetime,Adj Close,Close,High,Low,Open,Volume
2023-08-18 00:00:00+00:00,26399.712890625,26399.712890625,26808.1953125,26325.796875,26636.078125,988370944
2023-08-18 04:00:00+00:00,26418.23046875,26418.23046875,26598.65234375,26192.083984375,26399.095703125,2333075456
2023-08-18 08:00:00+00:00,26481.732421875,26481.732421875,26587.150390625,26385.642578125,26413.83984375,299364352
2023-08-18 12:00:00+00:00,25958.943359375,25958.943359375,26484.814453125,25940.4375,26479.048828125,427520000
2023-08-18 16:00:00+00:00,26018.4609375,26018.4609375,26276.234375,25668.921875,25965.66015625,2313519104
2023-08-18 20:00:00+00:00,26045.61328125,26045.61328125,26218.599609375,26012.9296875,26041.326171875,0
2023-08-19 00:00:00+00:00,25954.810546875,25954.810546875,26135.498046875,25928.1796875,26047.83203125,0
2023-08-19 04:00:00+00:00,25905.39453125,25905.39453125,25995.1875,25802.408203125,25958.32421875,0
2023-08-19 08:00:00+00:00,25902.193359375,25902.193359375,25982.96875,25887.310546875,25907.66796875,0
2023-08-19 12:00:00+00:00,26189.697265625,26189.697265625,26198.841796875,25871.46484375,25901.60546875,0
2023-08-19 16:00:00+00:00,26137.17578125,26137.17578125,26249.44921875,26034.53515625,26212.216796875,0
2023-08-19 20:00:00+00:00,26085.64453125,26085.64453125,26151.865234375,26046.818359375,26135.201171875,0
2023-08-20 00:00:00+00:00,26104.375,26104.375,26184.40234375,26047.1796875,26096.861328125,0
2023-08-20 04:00:00+00:00,26083.68359375,26083.68359375,26153.830078125,26059.396484375,26104.15234375,0
2023-08-20 08:00:00+00:00,26179.69140625,26179.69140625,26197.359375,26063.875,26083.705078125,168039424
2023-08-20 12:00:00+00:00,26089.05078125,26089.05078125,26210.970703125,26004.314453125,26180.517578125,0
2023-08-20 16:00:00+00:00,26133.8671875,26133.8671875,26148.541015625,26028.328125,26101.712890625,0
2023-08-20 20:00:00+00:00,26189.771484375,26189.771484375,26260.681640625,26137.923828125,26137.923828125,356730880
2023-08-21 00:00:00+00:00,26087.48046875,26087.48046875,26189.837890625,26069.32421875,26188.69140625,169088000
2023-08-21 04:00:00+00:00,26001.9296875,26001.9296875,26137.537109375,25996.603515625,26088.046875,360850432
2023-08-21 08:00:00+00:00,26020.94140625,26020.94140625,26073.365234375,25919.021484375,26009.14453125,1216013312
2023-08-21 12:00:00+00:00,25960.73046875,25960.73046875,26166.880859375,25846.087890625,26022.990234375,1600177152
2023-08-21 16:00:00+00:00,26087.734375,26087.734375,26147.755859375,25936.87890625,25938.251953125,984947712
2023-08-21 20:00:00+00:00,26122.560546875,26122.560546875,26220.201171875,26083.58203125,26091.390625,254156800
2023-08-22 00:00:00+00:00,26046.310546875,26046.310546875,26135.5078125,26024.1640625,26130.748046875,42237952
2023-08-22 04:00:00+00:00,26094.916015625,26094.916015625,26105.619140625,26002.07421875,26046.306640625,0
2023-08-22 08:00:00+00:00,26045.75,26045.75,26101.4921875,26019.642578125,26094.294921875,0
2023-08-22 12:00:00+00:00,25937.158203125,25937.158203125,26089.677734375,25928.275390625,26039.66015625,57553920
2023-08-22 16:00:00+00:00,25776.490234375,25776.490234375,26042.732421875,25737.955078125,25926.41796875,1734045696
2023-08-22 20:00:00+00:00,26032.548828125,26032.548828125,26034.92578125,25520.728515625,25772.4765625,2089407488
2023-08-23 00:00:00+00:00,25996.3203125,25996.3203125,26160.783203125,25985.392578125,26040.474609375,695792640
2023-08-23 04:00:00+00:00,26045.2265625,26045.2265625,26155.927734375,25968.201171875,25993.27734375,638127104
2023-08-23 08:00:00+00:00,25929.24609375,25929.24609375,26084.46484375,25906.87109375,26047.333984375,334432256
2023-08-23 12:00:00+00:00,26164.994140625,26164.994140625,26164.994140625,25804.998046875,25925.388671875,852757504
2023-08-23 16:00:00+00:00,26639.783203125,26639.783203125,26786.8984375,26116.408203125,26132.685546875,1162926080
2023-08-23 20:00:00+00:00,26428.48046875,26428.48046875,26706.603515625,26266.798828125,26629.501953125,420519936
2023-08-24 00:00:00+00:00,26436.32421875,26436.32421875,26527.66796875,26351.966796875,26431.51953125,0
2023-08-24 04:00:00+00:00,26473.7890625,26473.7890625,26488.994140625,26391.859375,26434.3515625,6539264
2023-08-24 08:00:00+00:00,26452.9453125,26452.9453125,26554.91015625,26417.80078125,26472.263671875,325554176
2023-08-24 12:00:00+00:00,25988.0546875,25988.0546875,26441.08203125,25988.0546875,26441.08203125,230690816
2023-08-24 16:00:00+00:00,26018.0078125,26018.0078125,26144.56640625,25914.92578125,25981.5859375,0
2023-08-24 20:00:00+00:00,26146.81640625,26146.81640625,26178.302734375,25943.9375,26001.572265625,0
2023-08-25 00:00:00+00:00,26099.087890625,26099.087890625,26181.61328125,26034.4453125,26163.6796875,138561536
2023-08-25 04:00:00+00:00,25973.5390625,25973.5390625,26102.189453125,25972.33984375,26097.36328125,111638528
2023-08-25 08:00:00+00:00,26089.61328125,26089.61328125,26108.314453125,25966.359375,25966.359375,231424
2023-08-25 12:00:00+00:00,25907.251953125,25907.251953125,26248.103515625,25786.8125,26092.259765625,1088657408
2023-08-25 16:00:00+00:00,25961.87109375,25961.87109375,26039.11328125,25827.857421875,25917.927734375,33097728
2023-08-25 20:00:00+00:00,26048.93359375,26048.93359375,26073.73828125,25945.328125,25956.26953125,0
2023-08-26 00:00:00+00:00,26073.02734375,26073.02734375,26107.384765625,26031.16015625,26047.234375,0
2023-08-26 04:00:00+00:00,26034.998046875,26034.998046875,26072.64453125,26034.998046875,26072.64453125,0
2023-08-26 08:00:00+00:00,26032.80078125,26032.80078125,26048.287109375,25997.345703125,26036.248046875,0
2023-08-26 12:00:00+00:00,26042.044921875,26042.044921875,26059.830078125,25983.87890625,26031.935546875,0
2023-08-26 16:00:00+00:00,26024.22265625,26024.22265625,26048.361328125,25998.462890625,26043.70703125,0
2023-08-26 20:00:00+00:00,26009.34765625,26009.34765625,26038.779296875,25993.51171875,26025.302734375,44208640
2023-08-27 00:00:00+00:00,26007.693359375,26007.693359375,26019.162109375,25965.09765625,26008.2421875,82605568
2023-08-27 04:00:00+00:00,26034.724609375,26034.724609375,26038.921875,26008.126953125,26008.939453125,16535040
2023-08-27 08:00:00+00:00,26053.7578125,26053.7578125,26085.3828125,26026.962890625,26031.26171875,166096896
2023-08-27 12:00:00+00:00,26109.501953125,26109.501953125,26162.70703125,26047.634765625,26054.96484375,404597248
2023-08-27 16:00:00+00:00,26111.857421875,26111.857421875,26165.373046875,26044.55859375,26111.193359375,380622848
2023-08-27 20:00:00+00:00,26087.470703125,26087.470703125,26119.111328125,26035.728515625,26114.005859375,140665344
2023-08-28 00:00:00+00:00,25999.46484375,25999.46484375,26090.25390625,25993.4921875,26089.615234375,597806080
2023-08-28 04:00:00+00:00,25913.275390625,25913.275390625,26021.607421875,25880.599609375,26000.37109375,597661696
2023-08-28 08:00:00+00:00,25984.033203125,25984.033203125,25984.416015625,25882.96484375,25915.375,513110016
2023-08-28 12:00:00+00:00,26076.34375,26076.34375,26198.578125,25976.482421875,25985.02734375,1402261504
2023-08-28 16:00:00+00:00,25988.330078125,25988.330078125,26171.123046875,25924.681640625,26086.88671875,522697728
2023-08-28 20:00:00+00:00,26108.96875,26108.96875,26155.009765625,25942.30078125,25981.61328125,481952768
2023-08-29 00:00:00+00:00,26070.603515625,26070.603515625,26171.865234375,26052.20703125,26102.486328125,59492352
2023-08-29 04:00:00+00:00,25995.767578125,25995.767578125,26074.111328125,25984.212890625,26069.2578125,59317248
2023-08-29 08:00:00+00:00,25960.1015625,25960.1015625,26021.568359375,25912.62890625,25994.728515625,413827072
2023-08-29 12:00:00+00:00,27387.248046875,27387.248046875,27688.65625,25952.37109375,25960.052734375,8618005504
2023-08-29 16:00:00+00:00,27860.267578125,27860.267578125,28089.337890625,27359.421875,27422.90234375,8813848576
2023-08-29 20:00:00+00:00,27720.51953125,27720.51953125,27880.064453125,27549.47265625,27853.48828125,1638875136
2023-08-30 00:00:00+00:00,27415.15234375,27415.15234375,27760.16015625,27304.876953125,27726.083984375,1423740928
2023-08-30 04:00:00+00:00,27437.60546875,27437.60546875,27467.142578125,27379.3046875,27398.794921875,488585216
2023-08-30 08:00:00+00:00,27338.22265625,27338.22265625,27490.767578125,27320.796875,27437.552734375,391702528
2023-08-30 12:00:00+00:00,27206.087890625,27206.087890625,27448.5859375,27069.20703125,27337.1640625,1222838272
2023-08-30 16:00:00+00:00,27200.71875,27200.71875,27279.298828125,27083.494140625,27204.15625,0
2023-08-30 20:00:00+00:00,27298.953125,27298.953125,27317.619140625,27192.12890625,27192.12890625,0
2023-08-31 00:00:00+00:00,27203.046875,27203.046875,27301.9296875,27183.599609375,27301.9296875,0
2023-08-31 04:00:00+00:00,27254.76171875,27254.76171875,27286.966796875,27201.1015625,27201.1015625,73758720
2023-08-31 08:00:00+00:00,27319.40625,27319.40625,27456.078125,27193.580078125,27255.96484375,825802752
2023-08-31 12:00:00+00:00,26918.064453125,26918.064453125,27313.26953125,26898.2265625,27308.888671875,498249728
2023-08-31 16:00:00+00:00,26154.78515625,26154.78515625,26918.474609375,26076.8828125,26918.474609375,3994901504
2023-08-31 20:00:00+00:00,25931.03515625,25931.03515625,26178.341796875,25752.9296875,26164.650390625,1997000704
2023-09-01 00:00:00+00:00,26072.75,26072.75,26081.46484375,25928.9765625,25934.021484375,167479296
2023-09-01 04:00:00+00:00,25975.712890625,25975.712890625,26081.70703125,25975.611328125,26075.478515625,71176192
2023-09-01 08:00:00+00:00,26046.208984375,26046.208984375,26048.46875,25951.947265625,25977.123046875,31221760
2023-09-01 12:00:00+00:00,25805.6328125,25805.6328125,26125.869140625,25611.71875,26036.810546875,410832896
2023-09-01 16:00:00+00:00,25619.73828125,25619.73828125,25929.951171875,25362.609375,25799.5546875,986603520
2023-09-01 20:00:00+00:00,25798.72265625,25798.72265625,25861.08203125,25571.021484375,25624.59765625,79244288
2023-09-02 00:00:00+00:00,25794.158203125,25794.158203125,25830.8203125,25753.09375,25800.91015625,485332992
2023-09-02 04:00:00+00:00,25793.466796875,25793.466796875,25832.708984375,25758.212890625,25791.38671875,281581568
2023-09-02 08:00:00+00:00,25813.955078125,25813.955078125,25854.55859375,25772.216796875,25790.583984375,201695232
2023-09-02 12:00:00+00:00,25904.923828125,25904.923828125,25970.28515625,25786.904296875,25810.3984375,0
2023-09-02 16:00:00+00:00,25834.720703125,25834.720703125,25935.408203125,25769.748046875,25899.439453125,0
2023-09-02 20:00:00+00:00,25865.927734375,25865.927734375,25897.32421875,25821.35546875,25830.7421875,0
2023-09-03 00:00:00+00:00,25861.98828125,25861.98828125,25902.244140625,25832.6328125,25869.47265625,0
2023-09-03 04:00:00+00:00,25948.095703125,25948.095703125,25948.095703125,25860.8125,25860.8125,52907008
2023-09-03 08:00:00+00:00,25939.263671875,25939.263671875,25948.70703125,25877.974609375,25948.70703125,0
2023-09-03 12:00:00+00:00,25871.029296875,25871.029296875,26042.115234375,25847.08984375,25940.91015625,445205504
2023-09-03 16:00:00+00:00,26003.697265625,26003.697265625,26012.486328125,25817.03125,25870.037109375,305508352
2023-09-03 20:00:00+00:00,25971.228515625,25971.228515625,26087.1484375,25937.03125,26004.931640625,677983232
2023-09-04 00:00:00+00:00,25985.5625,25985.5625,26081.525390625,25881.30859375,25968.169921875,512480256
2023-09-04 04:00:00+00:00,25956.79296875,25956.79296875,26009.232421875,25923.3203125,25984.109375,273534976
2023-09-04 08:00:00+00:00,25891.416015625,25891.416015625,25995.603515625,25869.537109375,25957.322265625,440649728
2023-09-04 12:00:00+00:00,25805.19140625,25805.19140625,25945.423828125,25736.470703125,25884.21484375,781197312
2023-09-04 16:00:00+00:00,25883.720703125,25883.720703125,25937.2265625,25806.216796875,25808.173828125,74935296
2023-09-04 20:00:00+00:00,25804.8828125,25804.8828125,25907.384765625,25657.025390625,25885.193359375,545703936
2023-09-05 00:00:00+00:00,25679.4140625,25679.4140625,25825.5,25589.98828125,25814.95703125,140255232
2023-09-05 04:00:00+00:00,25714.34765625,25714.34765625,25740.271484375,25671.9921875,25679.125,30126080
2023-09-05 08:00:00+00:00,25764.015625,25764.015625,25781.857421875,25648.06640625,25717.59375,317569024
2023-09-05 12:00:00+00:00,25741.205078125,25741.205078125,25858.375,25628.61328125,25766.828125,491000832
2023-09-05 16:00:00+00:00,25683.65625,25683.65625,25815.4140625,25681.1171875,25741.01171875,283225088
2023-09-05 20:00:00+00:00,25782.537109375,25782.537109375,25789.52734375,25665.255859375,25678.201171875,49267712
2023-09-06 00:00:00+00:00,25769.54296875,25769.54296875,25846.513671875,25766.23046875,25783.931640625,31610880
2023-09-06 04:00:00+00:00,25715.751953125,25715.751953125,25772.748046875,25715.751953125,25769.177734375,116977664
2023-09-06 08:00:00+00:00,25713.1640625,25713.1640625,25763.486328125,25704.2890625,25715.25390625,0
2023-09-06 12:00:00+00:00,25587.509765625,25587.509765625,25743.611328125,25546.439453125,25720.705078125,393836544
2023-09-06 16:00:00+00:00,25661.615234375,25661.615234375,25953.015625,25404.359375,25583.607421875,2583862272
2023-09-06 20:00:00+00:00,25753.572265625,25753.572265625,25773.86328125,25639.470703125,25652.814453125,137579520
2023-09-07 00:00:00+00:00,25822.501953125,25822.501953125,25822.501953125,25711.93359375,25748.3125,0
2023-09-07 04:00:00+00:00,25751.931640625,25751.931640625,25828.8125,25736.091796875,25823.32421875,0
2023-09-07 08:00:00+00:00,25691.431640625,25691.431640625,25753.515625,25681.39453125,25751.0,0
2023-09-07 12:00:00+00:00,25762.533203125,25762.533203125,25808.26953125,25608.201171875,25691.65625,0
2023-09-07 16:00:00+00:00,25880.974609375,25880.974609375,25949.791015625,25757.947265625,25761.052734375,99438592
2023-09-07 20:00:00+00:00,26239.875,26239.875,26409.302734375,25851.5,25875.724609375,2546157568
2023-09-08 00:00:00+00:00,26257.93359375,26257.93359375,26414.005859375,26203.701171875,26245.208984375,785175552
2023-09-08 04:00:00+00:00,26248.68359375,26248.68359375,26367.0,26191.76171875,26248.953125,518718464
2023-09-08 08:00:00+00:00,25830.84765625,25830.84765625,26256.927734375,25677.48046875,26248.052734375,1689689088
2023-09-08 12:00:00+00:00,25836.755859375,25836.755859375,25931.30078125,25795.248046875,25825.90625,14218240
2023-09-08 16:00:00+00:00,25876.267578125,25876.267578125,25883.828125,25730.119140625,25837.021484375,76317696
2023-09-08 20:00:00+00:00,25904.86328125,25904.86328125,25926.615234375,25851.712890625,25885.126953125,0
2023-09-09 00:00:00+00:00,25870.396484375,25870.396484375,25906.005859375,25856.1953125,25905.42578125,0
2023-09-09 04:00:00+00:00,25877.96484375,25877.96484375,25880.5234375,25837.62890625,25870.23046875,0
2023-09-09 08:00:00+00:00,25859.490234375,25859.490234375,25894.02734375,25850.611328125,25875.865234375,0
2023-09-09 12:00:00+00:00,25888.115234375,25888.115234375,25904.826171875,25810.494140625,25858.09375,0
2023-09-09 16:00:00+00:00,25868.3828125,25868.3828125,25921.9765625,25845.837890625,25889.814453125,0
2023-09-09 20:00:00+00:00,25895.068359375,25895.068359375,25911.869140625,25857.599609375,25866.810546875,0
2023-09-10 00:00:00+00:00,25860.009765625,25860.009765625,25898.080078125,25833.841796875,25895.2109375,61646336
2023-09-10 04:00:00+00:00,25853.369140625,25853.369140625,25868.9453125,25768.0078125,25857.990234375,389322240
2023-09-10 08:00:00+00:00,25795.212890625,25795.212890625,25865.7890625,25795.212890625,25851.26171875,114678272
2023-09-10 12:00:00+00:00,25772.7890625,25772.7890625,25823.017578125,25728.158203125,25794.916015625,127371264
2023-09-10 16:00:00+00:00,25805.958984375,25805.958984375,25805.958984375,25640.26171875,25770.265625,782415360
2023-09-10 20:00:00+00:00,25832.28515625,25832.28515625,25978.130859375,25771.134765625,25797.375,1172404224
2023-09-11 00:00:00+00:00,25731.7421875,25731.7421875,25864.05859375,25659.208984375,25831.71484375,539738624
2023-09-11 04:00:00+00:00,25806.046875,25806.046875,25883.947265625,25716.951171875,25729.892578125,366008832
2023-09-11 08:00:00+00:00,25593.775390625,25593.775390625,25822.59765625,25588.31640625,25806.794921875,1262328320
2023-09-11 12:00:00+00:00,25106.404296875,25106.404296875,25739.650390625,24998.048828125,25590.333984375,4143997952
2023-09-11 16:00:00+00:00,25001.41015625,25001.41015625,25220.576171875,24996.267578125,25104.99609375,822801408
2023-09-11 20:00:00+00:00,25164.205078125,25164.205078125,25198.951171875,24930.296875,25007.16015625,113983488
2023-09-12 00:00:00+00:00,25803.830078125,25803.830078125,25923.28515625,25133.078125,25160.658203125,1973462016
2023-09-12 04:00:00+00:00,25815.650390625,25815.650390625,25954.306640625,25620.8828125,25797.0,1816278016
2023-09-12 08:00:00+00:00,26090.83984375,26090.83984375,26258.044921875,25744.505859375,25815.8515625,1456752640
2023-09-12 12:00:00+00:00,26218.435546875,26218.435546875,26225.443359375,26043.0078125,26091.796875,424134656
2023-09-12 16:00:00+00:00,26078.78515625,26078.78515625,26414.208984375,25894.119140625,26203.7578125,1202126848
2023-09-12 20:00:00+00:00,25825.833984375,25825.833984375,26141.2734375,25825.833984375,26074.783203125,421793792
2023-09-13 00:00:00+00:00,25871.947265625,25871.947265625,25984.6796875,25781.123046875,25837.5546875,421738496
2023-09-13 04:00:00+00:00,25870.94921875,25870.94921875,26088.796875,25856.486328125,25872.42578125,228273152
2023-09-13 08:00:00+00:00,26221.5625,26221.5625,26221.5625,25871.396484375,25871.396484375,98869248
2023-09-13 12:00:00+00:00,26249.013671875,26249.013671875,26358.748046875,26084.796875,26198.791015625,596488192
2023-09-13 16:00:00+00:00,26165.74609375,26165.74609375,26376.11328125,26087.32421875,26249.703125,0
2023-09-13 20:00:00+00:00,26229.130859375,26229.130859375,26316.001953125,26153.154296875,26159.958984375,23224320
2023-09-14 00:00:00+00:00,26271.861328125,26271.861328125,26529.49609375,26175.546875,26228.27734375,934179840
2023-09-14 04:00:00+00:00,26351.673828125,26351.673828125,26370.96484375,26171.451171875,26269.58984375,86401024
2023-09-14 08:00:00+00:00,26455.556640625,26455.556640625,26455.556640625,26274.212890625,26349.14453125,97424384
2023-09-14 12:00:00+00:00,26693.771484375,26693.771484375,26750.701171875,26377.673828125,26451.9140625,1146443776
2023-09-14 16:00:00+00:00,26681.974609375,26681.974609375,26774.623046875,26568.61328125,26696.275390625,297028608
2023-09-14 20:00:00+00:00,26538.595703125,26538.595703125,26699.716796875,26507.119140625,26683.287109375,199411712
2023-09-15 00:00:00+00:00,26614.908203125,26614.908203125,26616.76171875,26468.34765625,26533.818359375,7320576
2023-09-15 04:00:00+00:00,26569.625,26569.625,26658.427734375,26560.5546875,26620.865234375,71535616
2023-09-15 08:00:00+00:00,26445.763671875,26445.763671875,26663.275390625,26445.763671875,26569.955078125,259505152
2023-09-15 12:00:00+00:00,26315.228515625,26315.228515625,26484.009765625,26246.6171875,26425.6328125,0
2023-09-15 16:00:00+00:00,26412.65625,26412.65625,26445.681640625,26318.46484375,26318.46484375,0
2023-09-15 20:00:00+00:00,26622.70703125,26622.70703125,26837.63671875,26386.984375,26406.990234375,1058279424
2023-09-16 00:00:00+00:00,26631.01171875,26631.01171875,26754.76953125,26585.482421875,26606.19921875,141010944
2023-09-16 04:00:00+00:00,26498.6953125,26498.6953125,26630.802734375,26475.333984375,26630.802734375,124247040
2023-09-16 08:00:00+00:00,26535.623046875,26535.623046875,26579.943359375,26473.890625,26498.080078125,104448
2023-09-16 12:00:00+00:00,26534.498046875,26534.498046875,26582.169921875,26504.71875,26529.08203125,3044601856
2023-09-16 16:00:00+00:00,26543.142578125,26543.142578125,26613.94140625,26515.642578125,26522.4609375,5926912
2023-09-16 20:00:00+00:00,26567.927734375,26567.927734375,26591.18359375,26535.361328125,26541.826171875,0
2023-09-17 00:00:00+00:00,26536.384765625,26536.384765625,26569.78515625,26445.07421875,26567.927734375,112274432
2023-09-17 04:00:00+00:00,26519.9765625,26519.9765625,26571.0703125,26516.7109375,26534.76953125,0
2023-09-17 08:00:00+00:00,26585.787109375,26585.787109375,26617.998046875,26508.85546875,26515.548828125,0
2023-09-17 12:00:00+00:00,26560.521484375,26560.521484375,26599.056640625,26541.716796875,26583.666015625,152273920
2023-09-17 16:00:00+00:00,26511.88671875,26511.88671875,26561.41796875,26484.04296875,26561.41796875,18116608
2023-09-17 20:00:00+00:00,26536.810546875,26536.810546875,26536.810546875,26420.40234375,26511.97265625,341942272
2023-09-18 00:00:00+00:00,26659.09765625,26659.09765625,26746.36328125,26415.515625,26532.994140625,793576960
2023-09-18 04:00:00+00:00,26712.169921875,26712.169921875,26770.29296875,26583.49609375,26670.859375,529414144
2023-09-18 08:00:00+00:00,27194.37109375,27194.37109375,27222.978515625,26693.330078125,26717.18359375,2492848128
2023-09-18 12:00:00+00:00,27268.5390625,27268.5390625,27414.734375,27172.671875,27201.294921875,2299896832
2023-09-18 16:00:00+00:00,26845.892578125,26845.892578125,27315.291015625,26660.5546875,27277.021484375,2555624448
2023-09-18 20:00:00+00:00,26754.513671875,26754.513671875,26881.130859375,26744.166015625,26844.255859375,273817600
2023-09-19 00:00:00+00:00,26828.322265625,26828.322265625,26836.80859375,26681.60546875,26760.8515625,19319808
2023-09-19 04:00:00+00:00,26858.384765625,26858.384765625,26882.349609375,26771.271484375,26828.734375,38651904
2023-09-19 08:00:00+00:00,27219.365234375,27219.365234375,27427.666015625,26855.02734375,26855.02734375,597378048
2023-09-19 12:00:00+00:00,27436.025390625,27436.025390625,27488.763671875,26918.318359375,27240.173828125,987801600
2023-09-19 16:00:00+00:00,27200.333984375,27200.333984375,27475.69140625,27090.447265625,27431.53515625,274199552
2023-09-19 20:00:00+00:00,27215.6484375,27215.6484375,27229.1796875,27036.193359375,27202.34375,119564288
2023-09-20 00:00:00+00:00,27120.984375,27120.984375,27377.6875,27098.572265625,27210.228515625,430589952
