threshold,adx4_min,adx1d_min,sl_atr_mul,tp1_atr_mul,tp2_atr_mul,trail_mul,partial_pct,net90,mdd90,score90,trades90,net180,mdd180,score180,trades180,status
0.5,6.0,0.0,1.2,1.6,6.0,1.2,0.4,147.92363727545217,145.62722644046698,1.0088415423687465,59,751.3858224108455,160.51930782381896,4.651987632527732,186,DEGRADE_90
0.5,6.0,0.0,1.2,1.6,6.0,1.2,0.45,153.08887893594158,145.6885024612784,1.0436324344939898,59,761.4028912476814,155.5094827163266,4.86489941716646,186,DEGRADE_90
0.5,6.0,0.0,1.2,1.6,6.0,1.2,0.5,158.25551935225465,145.7497918089266,1.0784037060734568,59,771.4173794303347,154.5473863645384,4.959372172428877,186,DEGRADE_90
0.5,6.0,0.0,1.2,1.7,6.0,1.0,0.4,212.31858506781685,103.14148347651098,2.0387513023636266,67,994.435569871042,111.04064030293011,8.875668393025377,199,OK
0.5,6.0,0.0,1.2,1.7,6.0,1.0,0.45,213.24242222329985,103.14495547949446,2.0475540196979205,67,1006.1263845806016,111.15240087409256,8.971064165716124,199,OK
0.5,6.0,0.0,1.2,1.7,6.0,1.0,0.5,214.16555057738333,103.14842330105421,2.0563494269933464,67,1017.8243398701848,111.26422449666461,9.066328515906013,199,OK
0.5,6.0,0.0,1.2,1.7,6.0,1.1,0.4,116.700820149332,140.19867802036424,0.8265007986300051,63,869.498774868171,150.63105908453326,5.7343052282147,192,DEGRADE_90
0.5,6.0,0.0,1.2,1.7,6.0,1.1,0.45,118.98016662804864,140.2179055923025,0.8425288997809214,63,876.2161972442111,150.71086520914105,5.775566542556481,192,DEGRADE_90
0.5,6.0,0.0,1.2,1.7,6.0,1.1,0.5,121.25920820691573,140.23712945650914,0.85855050066176,63,882.9278098553738,150.79058096831977,5.816749657474793,192,DEGRADE_90
0.5,6.0,0.0,1.2,1.7,6.0,1.2,0.4,163.06499077047,145.79620360179797,1.1108256669416534,59,759.6054530016589,154.35398954208176,4.889513653564072,184,DEGRADE_90
0.5,6.0,0.0,1.2,1.7,6.0,1.2,0.45,170.13201744787375,145.8786821183421,1.1583166120104218,59,770.6632072855193,154.49260162245446,4.956269296700924,184,DEGRADE_90
0.5,6.0,0.0,1.2,1.7,6.0,1.2,0.5,177.20247204056224,145.96119183998962,1.2057773199981878,59,781.7213317048347,154.63118671222765,5.022909278140307,184,DEGRADE_90
0.5,6.0,0.0,1.2,1.8,6.0,1.0,0.4,224.15692329306935,103.22686454664108,2.150663595878969,67,981.2144690578755,111.97363229474104,8.685340544756047,196,OK
0.5,6.0,0.0,1.2,1.8,6.0,1.0,0.45,226.56241041070217,103.24101573515873,2.173447839249004,67,991.2425816894338,110.96075130485406,8.853482761922645,196,OK
0.5,6.0,0.0,1.2,1.8,6.0,1.0,0.5,228.9676009936382,103.25516419596534,2.1962231104758954,67,1001.2755994109503,111.05114051509554,8.93588048107425,196,OK
0.5,6.0,0.0,1.2,1.8,6.0,1.1,0.4,128.43100631267055,140.31476406281035,0.9088293580958509,63,852.7876779733622,150.34967819886697,5.634552303790404,189,DEGRADE_90
0.5,6.0,0.0,1.2,1.8,6.0,1.1,0.45,132.17999218056843,140.34852211017642,0.9351352968341514,63,857.4132684138981,150.39427915190208,5.663445628309435,189,DEGRADE_90
0.5,6.0,0.0,1.2,1.8,6.0,1.1,0.5,135.92942121441652,140.38228083098875,0.961431803302914,63,862.0324156092806,150.43878282853439,5.692283043408447,189,DEGRADE_90
0.5,6.0,0.0,1.2,1.8,6.0,1.2,0.4,178.22642259695792,145.965348796135,1.212710506639134,59,741.2529915624139,164.6371602424897,4.475161192556268,181,DEGRADE_90
0.5,6.0,0.0,1.2,1.8,6.0,1.2,0.45,187.20058133596882,146.0690745280699,1.272875225037466,59,750.0051419634804,161.1676076680069,4.624876402560661,181,DEGRADE_90
0.5,6.0,0.0,1.2,1.8,6.0,1.2,0.5,196.18083104878332,146.1728546347258,1.332996030658591,59,758.7551147537728,157.69895553045353,4.781097091771165,181,DEGRADE_90
0.5,6.0,0.0,1.3,1.6,6.0,1.0,0.4,185.08721303344464,95.03671331824808,1.9272547616253748,67,921.3791462887157,101.90702909617903,8.953510312960018,202,OK
0.5,6.0,0.0,1.3,1.6,6.0,1.0,0.45,184.57506640457572,95.0305846470419,1.9220445973850615,67,932.8810794062515,102.01290422805323,9.055963293113354,202,OK
0.5,6.0,0.0,1.3,1.6,6.0,1.0,0.5,184.06227824661062,95.02445293345772,1.916827147915757,67,944.3898532285036,102.1188431570099,9.158266562305835,202,OK
0.5,6.0,0.0,1.3,1.6,6.0,1.1,0.4,97.02652404412464,129.24888452273444,0.7449317082419161,63,793.0012726046086,138.1578400150538,5.69857416958199,194,DEGRADE_90
0.5,6.0,0.0,1.3,1.6,6.0,1.1,0.45,97.7759628578021,129.25289992579746,0.7506624644326779,63,798.1939380024037,138.2183448693795,5.733396261471882,194,DEGRADE_90
0.5,6.0,0.0,1.3,1.6,6.0,1.1,0.5,98.52481540903933,129.25691085639846,0.7563883924566419,63,803.3798983808682,138.27876229427966,5.768143578727537,194,DEGRADE_90
0.5,6.0,0.0,1.3,1.6,6.0,1.2,0.4,136.63619218288056,134.30762991352822,1.0098188274393793,59,692.2902003598185,147.2911806458269,4.668451605448192,186,DEGRADE_90
0.5,6.0,0.0,1.3,1.6,6.0,1.2,0.45,141.40006395487808,134.35981141706907,1.044623677253789,59,701.4805453902186,142.6836445275676,4.882118265420463,186,DEGRADE_90
0.5,6.0,0.0,1.3,1.6,6.0,1.2,0.5,146.16512670581608,134.41200339870556,1.079410414418352,59,710.6686839088665,141.8903021551141,4.973526356865019,186,DEGRADE_90
0.5,6.0,0.0,1.3,1.7,6.0,1.0,0.4,195.99262349735594,95.10938060105218,2.039266326259211,67,915.1098134700843,101.81738766259696,8.900341024740742,199,OK
0.5,6.0,0.0,1.3,1.7,6.0,1.0,0.45,196.8438265382617,95.11233424065722,2.048059992439485,67,925.8244551774492,101.91199209415754,8.996273770800027,199,OK
0.5,6.0,0.0,1.3,1.7,6.0,1.0,0.5,197.69442595523208,95.11528459165493,2.0568469083261354,67,936.5451357857931,102.00664577594216,9.092084580862345,199,OK
0.5,6.0,0.0,1.3,1.7,6.0,1.1,0.4,107.83993645837046,129.34773390264127,0.8273249808770574,63,800.6485598391253,138.2134486375253,5.751229982986778,192,DEGRADE_90
0.5,6.0,0.0,1.3,1.7,6.0,1.1,0.45,109.94252215147819,129.3641124840433,0.8433496002585472,63,806.8050981228259,138.28097907021038,5.792643787463055,192,DEGRADE_90
0.5,6.0,0.0,1.3,1.7,6.0,1.1,0.5,112.04484789235958,129.38048814762988,0.8593682190044507,63,812.9567015224075,138.3484386596374,5.83398500436792,192,DEGRADE_90
0.5,6.0,0.0,1.3,1.7,6.0,1.2,0.4,150.6027489124436,134.45154241240016,1.1118570245137083,59,699.8502425857805,141.72669390016927,4.903429228699808,184,DEGRADE_90
0.5,6.0,0.0,1.3,1.7,6.0,1.2,0.45,157.12020441330142,134.52177616788322,1.1593723817393173,59,709.9968197370347,141.8441217538566,4.970430781607335,184,DEGRADE_90
0.5,6.0,0.0,1.3,1.7,6.0,1.2,0.5,163.64057894614606,134.59203445998173,1.2068598247520397,59,720.1436933792955,141.9615282720697,5.037325090767021,184,DEGRADE_90
0.5,6.0,0.0,1.3,1.8,6.0,1.0,0.4,206.90804100904313,95.18209232751906,2.151211686105562,67,902.9983153227411,103.10842425795454,8.673633490843526,196,OK
0.5,6.0,0.0,1.3,1.8,6.0,1.0,0.45,209.12525259486276,95.19414008432432,2.1739916008557527,67,912.1905120425924,101.74981367440341,8.877782639423252,196,OK
0.5,6.0,0.0,1.3,1.8,6.0,1.0,0.5,211.34221153502267,95.2061856956534,2.196763233120998,67,921.3868578987237,101.82633817449096,8.960611398367393,196,OK
0.5,6.0,0.0,1.3,1.8,6.0,1.1,0.4,118.6632736030387,129.44664375318825,0.9096690431342619,63,785.3263613394042,137.97517137469185,5.650839308714222,189,DEGRADE_90
0.5,6.0,0.0,1.3,1.8,6.0,1.1,0.45,122.12164429632656,129.47540158124866,0.9359744658097863,63,789.5651476559466,138.01289190858188,5.679798015965189,189,DEGRADE_90
0.5,6.0,0.0,1.3,1.8,6.0,1.1,0.5,125.58039236983424,129.50415993856586,0.9622711829948604,63,793.7984649906421,138.05053622487867,5.708704810076217,189,DEGRADE_90
0.5,6.0,0.0,1.3,1.8,6.0,1.2,0.4,164.58640838519003,134.59558706609823,1.2138035753697483,59,683.0104739449594,151.1667813675249,4.48856490100359,181,DEGRADE_90
0.5,6.0,0.0,1.3,1.8,6.0,1.2,0.45,172.8620013366037,134.68390823951813,1.2740051755544686,59,691.0423147372704,147.9782962706431,4.638543546516874,181,DEGRADE_90
0.5,6.0,0.0,1.3,1.8,6.0,1.2,0.5,181.14278090758611,134.77227216720894,1.3341662330324824,59,699.072296137224,144.7905858172835,4.795044153354029,181,DEGRADE_90
0.5,6.0,0.0,1.4,1.6,6.0,1.0,0.4,171.8805628087986,88.17504371894938,1.9274513994129345,67,853.2773394151985,94.0817381788529,8.974145359124027,202,OK
0.5,6.0,0.0,1.4,1.6,6.0,1.0,0.45,171.40489987376094,88.16975899166391,1.9222312789898293,67,863.891280264347,94.17250471509396,9.077109852792782,202,OK
0.5,6.0,0.0,1.4,1.6,6.0,1.0,0.5,170.92868409377326,88.16447182877164,1.917004391861579,67,874.5110802343321,94.2633220193893,9.179934750294972,202,OK
0.5,6.0,0.0,1.4,1.6,6.0,1.1,0.4,90.1912767074466,119.9703396727491,0.745565210045979,63,734.824117492939,127.63489416457742,5.712478890469595,194,DEGRADE_90
0.5,6.0,0.0,1.4,1.6,6.0,1.1,0.45,90.88651349623714,119.97379878063475,0.7512908944939743,63,739.6149413218027,127.68673993393895,5.747406000816264,194,DEGRADE_90
0.5,6.0,0.0,1.4,1.6,6.0,1.1,0.5,91.58124469561831,119.97725430621722,0.7570120947183028,63,744.4000023064467,127.73851591613129,5.782263349931715,194,DEGRADE_90
0.5,6.0,0.0,1.4,1.6,6.0,1.2,0.4,126.94892661210517,124.62057759497657,1.010574294773675,59,641.8090750236559,136.07254289772936,4.682258470264999,186,DEGRADE_90
0.5,6.0,0.0,1.4,1.6,6.0,1.2,0.45,131.3692963553224,124.66554858619565,1.0453883171107512,59,650.2984217269905,131.80758188431173,4.896545908752886,186,DEGRADE_90
0.5,6.0,0.0,1.4,1.6,6.0,1.2,0.5,135.79069237623486,124.71052796412732,1.0801855228464556,59,658.7858603391362,131.1454480901284,4.98530876288541,186,DEGRADE_90
0.5,6.0,0.0,1.4,1.7,6.0,1.0,0.4,181.9979005031614,88.23767454810513,2.0394738144487645,67,847.4982436858627,94.00493194368573,8.92057103086204,199,OK
0.5,6.0,0.0,1.4,1.7,6.0,1.0,0.45,182.78705377726368,88.24021779293435,2.0482587144888833,67,857.3866996815232,94.08604559658306,9.016956108566298,199,OK
0.5,6.0,0.0,1.4,1.7,6.0,1.0,0.5,183.57568682081973,88.24275840486371,2.057037345125528,67,867.2803293400336,94.16719844886029,9.11322749304301,199,OK
0.5,6.0,0.0,1.4,1.7,6.0,1.1,0.4,100.22933842655586,120.0555728975014,0.8279613736694363,63,741.8973580134589,127.68270878920157,5.7653228238207195,192,DEGRADE_90
0.5,6.0,0.0,1.4,1.7,6.0,1.1,0.45,102.18060047195229,120.06969176859639,0.8439816685686513,63,747.5791704366477,127.74059079805556,5.806864531244164,192,DEGRADE_90
0.5,6.0,0.0,1.4,1.7,6.0,1.1,0.5,104.1316382599594,120.0838083024446,0.8599963919193733,63,753.2567392076608,127.79841624474102,5.848338521308619,192,DEGRADE_90
0.5,6.0,0.0,1.4,1.7,6.0,1.2,0.4,139.9098300295375,124.744614962392,1.1126506695446325,59,648.807388544951,131.00524558499455,4.91501216993079,184,DEGRADE_90
0.5,6.0,0.0,1.4,1.7,6.0,1.2,0.45,145.95700491284734,124.80514121187662,1.1601831491690127,59,658.1811697128873,131.10599673383695,4.982220232128979,184,DEGRADE_90
0.5,6.0,0.0,1.4,1.7,6.0,1.2,0.5,152.006695385079,124.86568710189204,1.2076897118276966,59,667.5551926715711,131.20673072800855,5.049328343539069,184,DEGRADE_90
0.5,6.0,0.0,1.4,1.8,6.0,1.0,0.4,192.1238624738883,88.30034096160671,2.151434814302545,67,836.325118264468,95.54340969160148,8.662684702519075,196,OK
0.5,6.0,0.0,1.4,1.8,6.0,1.0,0.45,194.18012338319238,88.31072163140198,2.174208424657023,67,844.809647747152,93.95831653658024,8.89663674083471,196,OK
0.5,6.0,0.0,1.4,1.8,6.0,1.0,0.5,196.23616646740243,88.32110058338185,2.196974345207655,67,853.2977324941668,94.01265182985117,8.980885345903763,196,OK
0.5,6.0,0.0,1.4,1.8,6.0,1.1,0.4,110.27595852911134,120.14085455867826,0.910311875633136,63,727.7515364574731,127.478344050136,5.664390694306296,189,DEGRADE_90
0.5,6.0,0.0,1.4,1.8,6.0,1.1,0.45,113.48552064484345,120.1656460632421,0.9366146620933294,63,731.6630087886637,127.51066050884401,5.693403223449398,189,DEGRADE_90
0.5,6.0,0.0,1.4,1.8,6.0,1.1,0.5,116.69540798504076,120.1904379912612,0.9629093674325645,63,735.5697811089315,127.54291614422073,5.722367308702157,189,DEGRADE_90
0.5,6.0,0.0,1.4,1.8,6.0,1.2,0.4,152.88547616637004,124.86875813494407,1.2146419686008287,59,633.2505215842917,139.72999295159934,4.49975522845427,181,DEGRADE_90
0.5,6.0,0.0,1.4,1.8,6.0,1.2,0.45,160.56338087632804,124.94486779356157,1.274870375341616,59,640.6713279571873,136.78052083301918,4.649941255002499,181,DEGRADE_90
0.5,6.0,0.0,1.4,1.8,6.0,1.2,0.5,168.24575525862653,125.02101167472938,1.335061138001992,59,648.0905282405338,133.83172207364805,4.806662099046191,181,DEGRADE_90
0.5,6.0,3.0,1.1,1.6,6.0,1.0,0.4,218.6934337762143,112.55332050060679,1.9259096326914165,67,1096.3538780690355,122.22027038195665,8.897512354668363,202,OK
0.5,6.0,3.0,1.1,1.6,6.0,1.0,0.45,218.0884931236005,112.5447619478,1.9207270276709238,67,1110.1642630516335,122.37032327793713,8.998633006339615,202,OK
0.5,6.0,3.0,1.1,1.6,6.0,1.0,0.5,217.48265517735265,112.53619837159385,1.9155358229060244,67,1123.9843657953083,122.52048312872466,9.099578768842477,202,OK
0.5,6.0,3.0,1.1,1.6,6.0,1.1,0.4,114.3585166585926,152.89839888807,0.7430780143578057,63,942.1666320559314,165.41234480192725,5.661639063960957,194,DEGRADE_90
0.5,6.0,3.0,1.1,1.6,6.0,1.1,0.45,115.24638253225561,152.90402012834784,0.7488198322314531,63,948.4044987282284,165.49819930612466,5.696184719598594,194,DEGRADE_90
0.5,6.0,3.0,1.1,1.6,6.0,1.1,0.5,116.13342994355177,152.90963399358043,0.7545559490343255,63,954.6329240596222,165.58390837290972,5.730643093825183,194,DEGRADE_90
0.5,6.0,3.0,1.1,1.6,6.0,1.2,0.4,171.39981437172128,154.5283212531922,1.1020488936718549,59,941.4446153952952,166.22717613683926,5.629734575108333,187,DEGRADE_90
0.5,6.0,3.0,1.1,1.6,6.0,1.2,0.45,177.04589428885214,154.59922855958212,1.1378327253149436,59,954.2874733858179,166.40628433794336,5.70042801654564,187,DEGRADE_90
0.5,6.0,3.0,1.1,1.6,6.0,1.2,0.5,182.693641921221,154.67015268528667,1.1735945444247546,59,967.1307218721743,166.5853695419064,5.770973471704721,187,DEGRADE_90
0.5,6.0,3.0,1.1,1.7,6.0,1.0,0.4,231.61112104483942,112.65492186957272,2.037845059720599,67,1088.805728463196,122.09304362608236,8.845387979605432,199,OK
0.5,6.0,3.0,1.1,1.7,6.0,1.0,0.45,232.6211354244955,112.65906167914363,2.0466571867466095,67,1101.667416871319,122.22708313990552,8.940140339283564,199,OK
0.5,6.0,3.0,1.1,1.7,6.0,1.0,0.5,233.63030573718675,112.6631960597133,2.0554613440083838,67,1114.5376785677654,122.36120518166354,9.034750243615736,199,OK
0.5,6.0,3.0,1.1,1.7,6.0,1.1,0.4,127.14750998020214,153.03645696261992,0.8254377728972114,63,951.2947585779305,165.49056359201495,5.713805864151423,192,DEGRADE_90
0.5,6.0,3.0,1.1,1.7,6.0,1.1,0.45,129.6360545925835,153.05934702183185,0.8414682854277753,63,958.6848926631021,165.58631967123438,5.754883681655913,192,DEGRADE_90
0.5,6.0,3.0,1.1,1.7,6.0,1.1,0.5,132.12423660711335,153.08223227049166,0.8574917085518919,63,966.0680871739897,165.68195797971202,5.795876763648147,192,DEGRADE_90
0.5,6.0,3.0,1.1,1.7,6.0,1.2,0.4,187.9482092799951,154.72383439109763,1.2069328373199861,59,952.5297486300042,166.33549407397186,5.692335352408447,185,DEGRADE_90
0.5,6.0,3.0,1.1,1.7,6.0,1.2,0.45,195.6737032444336,154.81928221928865,1.2557733578123966,59,966.7783534326145,166.52835333443727,5.770834215164954,185,DEGRADE_90
0.5,6.0,3.0,1.1,1.7,6.0,1.2,0.5,203.40328374280983,154.91476942666304,1.3045799605180044,59,981.0318360176939,166.7212367910597,5.84918078823747,185,DEGRADE_90
0.5,6.0,3.0,1.1,1.8,6.0,1.0,0.4,244.54280253746123,112.75659659734083,2.1497021698272016,67,1074.2524871582575,122.50548651154713,8.698014294756213,196,OK
0.5,6.0,3.0,1.1,1.8,6.0,1.0,0.45,247.17149040975477,112.77345425726162,2.172488231313228,67,1085.2829299207337,121.99714317225698,8.82364339471527,196,OK
0.5,6.0,3.0,1.1,1.8,6.0,1.0,0.5,249.79982534432693,112.79030837598839,2.1952645081067272,67,1096.3192605628828,122.10553304100722,8.905523849993745,196,OK
0.5,6.0,3.0,1.1,1.8,6.0,1.1,0.4,139.95036157193792,153.1746147456488,0.9077393305170408,63,932.9192114344721,165.15324321540356,5.6148119253081425,189,DEGRADE_90
0.5,6.0,3.0,1.1,1.8,6.0,1.1,0.45,144.04326910046922,153.214800120164,0.9340430943607932,63,938.0088442116986,165.2067912489365,5.6436252523929324,189,DEGRADE_90
0.5,6.0,3.0,1.1,1.8,6.0,1.1,0.5,148.1367044085976,153.25498636981501,0.9603365693051291,63,943.0907740837275,165.26021241882518,5.672378017345442,189,DEGRADE_90
0.5,6.0,3.0,1.1,1.8,6.0,1.2,0.4,204.5205318311381,154.91955952049102,1.3117054233613321,59,934.1166994894609,165.9958973620287,5.59365058810037,182,DEGRADE_90
0.5,6.0,3.0,1.1,1.8,6.0,1.2,0.45,214.33181347571522,155.0396042988923,1.3735731671375222,59,946.0475219192062,166.14604923998195,5.660005284126741,182,DEGRADE_90
0.5,6.0,3.0,1.1,1.8,6.0,1.2,0.5,224.15035659597902,155.1597176965479,1.4353916611936481,59,957.9796506176333,166.29616836742935,5.726249799778087,182,DEGRADE_90
0.5,6.0,3.0,1.2,1.6,6.0,1.0,0.4,200.4919979534817,103.05615891206799,1.9267672384765444,67,1001.285476666743,111.14662160882654,8.928360589936277,202,OK
0.5,6.0,3.0,1.2,1.6,6.0,1.0,0.45,199.93730749367356,103.04896674027441,1.9215693702442456,67,1013.8368279699379,111.27171381086737,9.030207106999763,202,OK
0.5,6.0,3.0,1.2,1.6,6.0,1.0,0.5,199.38186363684113,103.04177069981233,1.9163636133424704,67,1026.3962702873544,111.39688770541943,9.13189227247495,202,OK
0.5,6.0,3.0,1.2,1.6,6.0,1.1,0.4,104.98228041010012,140.08266882340286,0.7441189005398628,63,861.1762757978256,150.56558409060563,5.681872180712318,194,DEGRADE_90
0.5,6.0,3.0,1.2,1.6,6.0,1.1,0.45,105.79508345027963,140.0873863399829,0.7498550096841524,63,866.8439911100884,150.6371106784045,5.71656890079178,194,DEGRADE_90
0.5,6.0,3.0,1.2,1.6,6.0,1.1,0.5,106.6071985868231,140.0920981728159,0.7555858901201246,63,872.5038078975348,150.70852571110845,5.751185068919617,194,DEGRADE_90
0.5,6.0,3.0,1.2,1.6,6.0,1.2,0.4,147.92363727545217,145.62722644046698,1.0088415423687465,59,751.3858224108455,160.51930782381896,4.651987632527732,186,DEGRADE_90
0.5,6.0,3.0,1.2,1.6,6.0,1.2,0.45,153.08887893594158,145.6885024612784,1.0436324344939898,59,761.4028912476814,155.5094827163266,4.86489941716646,186,DEGRADE_90
0.5,6.0,3.0,1.2,1.6,6.0,1.2,0.5,158.25551935225465,145.7497918089266,1.0784037060734568,59,771.4173794303347,154.5473863645384,4.959372172428877,186,DEGRADE_90
0.5,6.0,3.0,1.2,1.7,6.0,1.0,0.4,212.31858506781685,103.14148347651098,2.0387513023636266,67,994.435569871042,111.04064030293011,8.875668393025377,199,OK
0.5,6.0,3.0,1.2,1.7,6.0,1.0,0.45,213.24242222329985,103.14495547949446,2.0475540196979205,67,1006.1263845806016,111.15240087409256,8.971064165716124,199,OK
0.5,6.0,3.0,1.2,1.7,6.0,1.0,0.5,214.16555057738333,103.14842330105421,2.0563494269933464,67,1017.8243398701848,111.26422449666461,9.066328515906013,199,OK
0.5,6.0,3.0,1.2,1.7,6.0,1.1,0.4,116.700820149332,140.19867802036424,0.8265007986300051,63,869.498774868171,150.63105908453326,5.7343052282147,192,DEGRADE_90
0.5,6.0,3.0,1.2,1.7,6.0,1.1,0.45,118.98016662804864,140.2179055923025,0.8425288997809214,63,876.2161972442111,150.71086520914105,5.775566542556481,192,DEGRADE_90
