threshold,adx4_min,adx1d_min,sl_atr_mul,tp1_atr_mul,tp2_atr_mul,trail_mul,partial_pct,risk_perc,net90,pf90,wr90,mdd90,score90,trades90,net180,pf180,wr180,mdd180,score180,trades180,status
0.53,8.0,5.0,1.2,1.7,6.0,1.1,0.4,0.004,115.62767863822783,1.879462743005933,36.666666666666664,104.00494141221498,1.1011641650683035,30,318.27028285431595,1.4084261342400686,32.903225806451616,203.43129809685342,1.5568569285488225,155,"DEGRADE_90,DEGRADE_180"
0.53,8.0,5.0,1.2,1.7,6.0,1.1,0.4,0.005,144.49080780798243,1.8791139623978763,36.666666666666664,130.0472557892408,1.1025855286917452,30,398.1167678233957,1.4068167168423886,32.903225806451616,256.0709185718588,1.548665131143998,155,"DEGRADE_90,DEGRADE_180"
0.53,8.0,5.0,1.2,1.7,6.0,1.1,0.5,0.004,116.93841418294826,1.889354820989989,36.666666666666664,102.9097053437581,1.125384907945683,30,319.6668640946898,1.4101740209741112,32.903225806451616,201.71505009483917,1.5769271395741724,155,"DEGRADE_90,DEGRADE_180"
0.53,8.0,5.0,1.2,1.7,6.0,1.1,0.5,0.005,146.13304296716117,1.8890091460949252,36.666666666666664,128.68213692732388,1.1268556057883028,30,399.8938215500434,1.4085771394245385,32.903225806451616,253.9177875317837,1.568716822085959,155,"DEGRADE_90,DEGRADE_180"
0.53,8.0,5.0,1.2,1.7,6.0,1.2,0.4,0.004,156.73976294276062,2.424735827422224,40.74074074074074,90.55329879923738,1.7120056294909411,27,260.27406728476177,1.317058125408388,30.555555555555557,252.6775942579152,1.0260033726910067,144,DEGRADE_180
0.53,8.0,5.0,1.2,1.7,6.0,1.2,0.4,0.005,196.04362187818006,2.424390010168916,40.74074074074074,113.25156704898473,1.7158943806357374,27,325.02580237864095,1.315426591414385,30.555555555555557,317.76888219393186,1.0196283907690291,144,DEGRADE_180
0.53,8.0,5.0,1.2,1.7,6.0,1.2,0.5,0.004,160.926941654602,2.4622536851473016,40.74074074074074,87.2410917359939,1.823718842192874,27,261.52338663107764,1.3185466233928738,30.555555555555557,249.74309283735784,1.0429933828754052,144,DEGRADE_180
0.53,8.0,5.0,1.2,1.7,6.0,1.2,0.5,0.005,201.2944292996575,2.4618630194580025,40.74074074074074,109.1215443852052,1.8279295883785422,27,326.61845802931896,1.3169304331674463,30.555555555555557,314.0619932248992,1.0366799710943568,144,DEGRADE_180
0.53,8.0,5.0,1.3,1.6,5.0,1.0,0.4,0.004,126.97703119857653,2.1131751637769303,37.5,82.33240227286296,1.5237413987275195,32,438.2499540295572,1.6742980108672423,36.41975308641975,150.28618824939804,2.896827258990055,162,OK
0.53,8.0,5.0,1.3,1.6,5.0,1.0,0.4,0.005,158.75996881167615,2.11310172476805,37.5,102.94172453666579,1.5273940231352716,32,549.7092893107811,1.6722497542326977,36.41975308641975,188.64781373179358,2.898579627647059,162,OK
0.53,8.0,5.0,1.3,1.6,5.0,1.0,0.5,0.004,125.7085475859271,2.102020489438046,37.5,82.33574102130297,1.508458988248421,32,435.04791610277584,1.6692631383445893,36.41975308641975,150.35066729862046,2.8744367227956134,162,OK
0.53,8.0,5.0,1.3,1.6,5.0,1.0,0.5,0.005,157.17250187234018,2.10192893884972,37.5,102.94693672170251,1.5120455381300812,32,545.6902697936553,1.667199779437695,36.41975308641975,188.74897086822784,2.875853646513913,162,OK
0.53,8.0,5.0,1.3,1.6,5.0,1.1,0.4,0.004,101.79384085765415,1.8388656560428205,36.666666666666664,97.21276425631186,1.036462435697223,30,285.35224243649066,1.3972067487662094,33.33333333333333,191.08206251651063,1.4855746481375005,156,"DEGRADE_90,DEGRADE_180"
0.53,8.0,5.0,1.3,1.6,5.0,1.1,0.4,0.005,127.19680664997423,1.8385121595070322,36.666666666666664,121.54701048694369,1.037942958743379,30,356.88130916346756,1.3956994163866332,33.33333333333333,240.3734974724921,1.4785438869656318,156,"DEGRADE_90,DEGRADE_180"
0.53,8.0,5.0,1.3,1.6,5.0,1.1,0.5,0.004,101.76530243807566,1.8385826557116707,36.666666666666664,96.50527833905653,1.0436901896142041,30,284.5385744002002,1.396019440097061,33.33333333333333,190.42570362377592,1.4864178060404385,156,"DEGRADE_90,DEGRADE_180"
0.53,8.0,5.0,1.3,1.6,5.0,1.1,0.5,0.005,127.16220073180754,1.8382243502304214,36.666666666666664,120.66499365070376,1.0451831452594005,30,355.87745591562845,1.3945180178443726,33.33333333333333,239.5472359810792,1.4794493666251098,156,"DEGRADE_90,DEGRADE_180"
0.53,8.0,5.0,1.3,1.6,5.0,1.2,0.4,0.004,138.44461915833986,2.3639496484330484,40.74074074074074,83.68729351510592,1.634774396629467,27,232.00294428100315,1.3065143689689873,31.03448275862069,237.88330858554036,0.9711978022019339,145,DEGRADE_180
0.53,8.0,5.0,1.3,1.6,5.0,1.2,0.4,0.005,173.13906125330612,2.3636065144516953,40.74074074074074,104.71784230395679,1.6377468313768822,27,289.7035686403582,1.305001085330032,31.03448275862069,299.0637006419838,0.9654735578496826,145,DEGRADE_180
0.53,8.0,5.0,1.3,1.6,5.0,1.2,0.5,0.004,140.7512163958594,2.386271719529233,40.74074074074074,80.49194620777234,1.727179469207905,27,231.06560332541952,1.3052335585264523,31.03448275862069,234.7074269845034,0.9803068417551855,145,DEGRADE_180
0.53,8.0,5.0,1.3,1.6,5.0,1.2,0.5,0.005,176.03149491745063,2.3858842904505853,40.74074074074074,100.66786954006238,1.7314368414898784,27,288.5487792741745,1.3037323086941777,31.03448275862069,294.98526792055054,0.9748754770849872,145,DEGRADE_180
0.53,8.0,5.0,1.3,1.6,6.0,1.0,0.4,0.004,126.97703119857653,2.1131751637769303,37.5,82.33240227286296,1.5237413987275195,32,438.2499540295572,1.6742980108672423,36.41975308641975,150.28618824939804,2.896827258990055,162,OK
0.53,8.0,5.0,1.3,1.6,6.0,1.0,0.4,0.005,158.75996881167615,2.11310172476805,37.5,102.94172453666579,1.5273940231352716,32,549.7092893107811,1.6722497542326977,36.41975308641975,188.64781373179358,2.898579627647059,162,OK
0.53,8.0,5.0,1.3,1.6,6.0,1.0,0.5,0.004,125.7085475859271,2.102020489438046,37.5,82.33574102130297,1.508458988248421,32,435.04791610277584,1.6692631383445893,36.41975308641975,150.35066729862046,2.8744367227956134,162,OK
0.53,8.0,5.0,1.3,1.6,6.0,1.0,0.5,0.005,157.17250187234018,2.10192893884972,37.5,102.94693672170251,1.5120455381300812,32,545.6902697936553,1.667199779437695,36.41975308641975,188.74897086822784,2.875853646513913,162,OK
0.53,8.0,5.0,1.3,1.6,6.0,1.1,0.4,0.004,101.79384085765415,1.8388656560428205,36.666666666666664,97.21276425631186,1.036462435697223,30,285.35224243649066,1.3972067487662094,33.33333333333333,191.08206251651063,1.4855746481375005,156,"DEGRADE_90,DEGRADE_180"
0.53,8.0,5.0,1.3,1.6,6.0,1.1,0.4,0.005,127.19680664997423,1.8385121595070322,36.666666666666664,121.54701048694369,1.037942958743379,30,356.88130916346756,1.3956994163866332,33.33333333333333,240.3734974724921,1.4785438869656318,156,"DEGRADE_90,DEGRADE_180"
0.53,8.0,5.0,1.3,1.6,6.0,1.1,0.5,0.004,101.76530243807566,1.8385826557116707,36.666666666666664,96.50527833905653,1.0436901896142041,30,284.5385744002002,1.396019440097061,33.33333333333333,190.42570362377592,1.4864178060404385,156,"DEGRADE_90,DEGRADE_180"
0.53,8.0,5.0,1.3,1.6,6.0,1.1,0.5,0.005,127.16220073180754,1.8382243502304214,36.666666666666664,120.66499365070376,1.0451831452594005,30,355.87745591562845,1.3945180178443726,33.33333333333333,239.5472359810792,1.4794493666251098,156,"DEGRADE_90,DEGRADE_180"
0.53,8.0,5.0,1.3,1.6,6.0,1.2,0.4,0.004,138.44461915833986,2.3639496484330484,40.74074074074074,83.68729351510592,1.634774396629467,27,232.00294428100315,1.3065143689689873,31.03448275862069,237.88330858554036,0.9711978022019339,145,DEGRADE_180
0.53,8.0,5.0,1.3,1.6,6.0,1.2,0.4,0.005,173.13906125330612,2.3636065144516953,40.74074074074074,104.71784230395679,1.6377468313768822,27,289.7035686403582,1.305001085330032,31.03448275862069,299.0637006419838,0.9654735578496826,145,DEGRADE_180
